,q,ch,a,answer_mcq,score
35,Apa yang harus dilakukan oleh Perusahaan Terbuka jika Transaksi Afiliasi atau Transaksi Benturan Kepentingan yang telah disetujui dalam RUPS tidak dilaksanakan dalam jangka waktu 12 bulan sejak tanggal persetujuan RUPS?,"A) Hanya mengungkapkan dalam laporan tahunan.
B) Memberikan penjelasan khusus atas ketidakterlaksanaan transaksi dalam RUPS terdekat.
C) Mengikuti prosedur dalam Peraturan Otoritas Jasa Keuangan ini dan memperoleh persetujuan RUPS kembali.
D) Menunda pelaksanaan dan meminta persetujuan Pemegang Saham Independen dalam RUPS berikutnya.",A) Hanya mengungkapkan dalam laporan tahunan.,"Jawab: C) Mengikuti prosedur dalam Peraturan Otoritas Jasa Keuangan ini dan memperoleh persetujuan RUPS kembali.

Pasal 17 ayat (2) PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 42/POJK.04/2",0
36,Kapan Perusahaan Terbuka dapat memintakan persetujuan RUPS kembali untuk Transaksi Afiliasi atau Transaksi Benturan Kepentingan yang tidak disetujui oleh Pemegang Saham Independen?,"A) Setelah 6 bulan sejak pelaksanaan RUPS yang tidak menyetujui transaksi tersebut.
B) Setiap saat tanpa batasan waktu.
C) Paling singkat 12 bulan setelah pelaksanaan RUPS yang tidak menyetujui transaksi tersebut.
D) Setelah mendapatkan persetujuan dari Otoritas Jasa Keuangan.",C) Paling singkat 12 bulan setelah pelaksanaan RUPS yang tidak menyetujui transaksi tersebut.,"Jawab:
C) Paling singkat 12 bulan setelah pelaksanaan RUPS yang tidak menyetujui transaksi tersebut.

Penjelasan:
Hal ini didasarkan pada Pasal 18 PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 42/POJK.04/2020 TENTANG TRANSAKSI AFILIASI DAN TRANSAKSI BENTURAN KEPENTINGAN, yang menetapkan bahwa jika Transaksi Afiliasi yang wajib terlebih dahulu disetujui oleh Pemegang Saham Independen dalam RUPS atau Transaksi Benturan Kepentingan tidak disetujui Pemegang Saham Independen dalam RUPS, rencana transaksi dimaksud baru dapat dimintakan persetujuan RUPS kembali paling singkat 12 (dua belas) bulan setelah pelaksanaan RUPS yang tidak menyetujui Transaksi Afiliasi yang wajib terlebih dahulu disetujui oleh Pemegang Saham Independen dalam RUPS atau Transaksi Benturan Kepentingan tersebut.",1
37,Apa yang diwajibkan oleh Perusahaan Terbuka dalam hal pengumuman Transaksi Afiliasi dan/atau Transaksi Benturan Kepentingan jika sahamnya tercatat pada bursa efek?,"A) Pengumuman melalui Situs Web Perusahaan Terbuka saja.
B) Pengumuman melalui Situs Web Perusahaan Terbuka dan 1 (satu) surat kabar harian berbahasa Indonesia.
C) Pengumuman melalui Situs Web Perusahaan Terbuka dan Situs Web bursa efek.
D) Pengumuman melalui Surat Kabar Nasional saja.",C) Pengumuman melalui Situs Web Perusahaan Terbuka dan Situs Web bursa efek.,"C) Pengumuman melalui Situs Web Perusahaan Terbuka dan Situs Web bursa efek.

Hal ini didasarkan pada Pasal 19 ayat (1) Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 42/POJK.04/2",0
38,Kapan bukti pengumuman Transaksi Afiliasi dan/atau Transaksi Benturan Kepentingan yang dilakukan melalui surat kabar harian harus disampaikan kepada Otoritas Jasa Keuangan?,"A) Paling lambat 1 (satu) hari setelah tanggal pengumuman.
B) Paling lambat 2 (dua) hari setelah tanggal pengumuman.
C) Pada saat pelaksanaan RUPS.
D) Bukti pengumuman tidak perlu disampaikan.",B) Paling lambat 2 (dua) hari setelah tanggal pengumuman.,"Berdasarkan Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 42/POJK.04/2020 tentang Transaksi Afiliasi dan Transaksi Benturan Kepentingan, Pasal 19 ayat (3), bukti pengumuman Transaksi Afiliasi dan/atau Transaksi Benturan Kepentingan yang dilakukan melalui surat kabar harian harus disampaikan kepada Otoritas Jasa Keuangan paling lambat 2 (dua) hari setelah tanggal pengumuman tersebut. Oleh karena itu, jawaban yang benar adalah:
B) Paling lambat 2 (dua) hari setelah tanggal pengumuman.",1
39,Apakah yang dapat menjadi sanksi administratif yang dikenakan oleh Otoritas Jasa Keuangan berdasarkan Pasal 27?,"A) Pemberian penghargaan.
B) Peringatan tertulis, denda, pembatasan kegiatan usaha, pembekuan kegiatan usaha, pencabutan izin usaha, pembatalan persetujuan, pembatalan pendaftaran.
C) Bebas dari sanksi.
D) Delegasi wewenang.","B) Peringatan tertulis, denda, pembatasan kegiatan usaha, pembekuan kegiatan usaha, pencabutan izin usaha, pembatalan persetujuan, pembatalan pendaftaran.",Berdasarkan Peraturan Otoritas Jasa Keuangan (OJK) Nomor 27/POJK.04/2,1
40,"Apa yang dimaksud dengan ""Perusahaan Terbuka"" dalam Peraturan Otoritas Jasa Keuangan ini?","A) Pihak yang melakukan Penawaran Umum efek bersifat ekuitas.
B) Perseroan yang sahamnya dimiliki oleh lebih dari 300 pemegang saham dan memiliki modal disetor paling sedikit Rp3.000.000.000,00.
C) Emiten dengan Aset Skala Menengah.
D) Emiten yang memiliki total aset lebih dari Rp50.000.000.000,00.",A) Pihak yang melakukan Penawaran Umum efek bersifat ekuitas.,"Dalam Peraturan Otoritas Jasa Keuangan yang telah disebutkan, yaitu Peraturan OJK Nomor 9/POJK.04/2",0
41,"Apa yang dianggap sebagai ""Laporan Keuangan Berkala"" dalam konteks Peraturan Otoritas Jasa Keuangan ini?","A) Laporan pertanggungjawaban direksi dan dewan komisaris.
B) Laporan tahunan.
C) Laporan keuangan tahunan dan laporan keuangan tengah tahunan Emiten atau Perusahaan Publik.
D) Laporan keuangan tengah tahunan saja.",C) Laporan keuangan tahunan dan laporan keuangan tengah tahunan Emiten atau Perusahaan Publik.,"Dalam konteks Peraturan Otoritas Jasa Keuangan (OJK) Nomor 43/POJK.04/2020 dan Nomor 14/POJK.04/2022, ""Laporan Keuangan Berkala"" didefinisikan sebagai laporan keuangan tahunan dan laporan keuangan tengah tahunan Emiten atau Perusahaan Publik. Oleh karena itu, jawaban yang benar adalah:

C) Laporan keuangan tahunan dan laporan keuangan tengah tahunan Emiten atau Perusahaan Publik.",1
42,Apa yang menjadi kewajiban Emiten Skala Kecil dan Emiten Skala Menengah terkait dengan penggunaan bahasa dalam pengumuman dan laporan berdasarkan Pasal 9 Peraturan Otoritas Jasa Keuangan?,"A) Menggunakan paling sedikit bahasa Indonesia dalam semua informasi dan laporan.
B) Menggunakan bahasa asing dalam pengumuman dan laporan.
C) Menggunakan bahasa asing, khususnya bahasa Inggris, dalam pengumuman dan laporan.
D) Menggunakan bahasa asing dengan syarat informasi yang sama juga disajikan dalam bahasa Indonesia.","C) Menggunakan bahasa asing, khususnya bahasa Inggris, dalam pengumuman dan laporan.","Jawab: D

Pengujian:

Pasal 9 Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 43/POJK.04/2",0
43,Apa yang menjadi kewajiban Emiten Skala Kecil dan Emiten Skala Menengah yang Efeknya tercatat di bursa Efek terkait dengan pengumuman dan keterbukaan informasi?,"A) Melakukan pengumuman hanya melalui Situs Web Emiten.
B) Melakukan pengumuman melalui Situs Web Emiten dan Situs Web bursa Efek.
C) Melakukan pengumuman melalui Situs Web Emiten dan surat kabar harian berbahasa Indonesia.
D) Melakukan pengumuman melalui surat kabar harian berbahasa Indonesia saja.",B) Melakukan pengumuman melalui Situs Web Emiten dan Situs Web bursa Efek.,"Jawab: B

Pengujian:

Selama membaca regulasi Peraturan Otoritas Jasa Keuangan Nomor 43/POJK.04/2020, terdapat Pasal 10 yang menentukan kewajiban Emiten Skala Kecil dan Emiten Skala Menengah yang Efeknya tercatat di bursa Efek terkait dengan pengumuman dan keterbukaan informasi. Pasal 10 ayat (1)c, menyatakan bahwa Emiten Skala Kecil dan Emiten Skala Menengah yang Efeknya tercatat di bursa Efek wajib melakukan pengumuman Informasi atau Fakta Material minimal melalui Situs Web Emiten Skala Kecil atau Emiten Skala Menengah dan Situs Web bursa Efek. Oleh karena itu, jawaban yang benar adalah B) Melakukan pengumuman melalui Situs Web Emiten dan Situs Web bursa Efek.",0
44,Bagaimana cara Emiten Skala Kecil dan Emiten Skala Menengah yang Efeknya tercatat di bursa Efek harus membuat pengumuman terkait Laporan Keuangan Berkala?,"A) Hanya melalui Situs Web Emiten
B) Melalui Situs Web Emiten dan surat kabar harian
C) Melalui Situs Web Emiten dan Situs Web bursa Efek
D) Melalui konferensi pers",C) Melalui Situs Web Emiten dan Situs Web bursa Efek,"Pasal 10 ayat (1) Peraturan Otoritas Jasa Keuangan Nomor 43/POJK.04/2020 tentang Kewajiban Keterbukaan Informasi dan Tata Kelola Perusahaan bagi Emiten atau Perusahaan Publik yang Memenuhi Kriteria Emiten dengan Aset Skala Kecil dan Emiten dengan Aset Skala Menengah menyarankan bahwa Emiten Skala Kecil dan Emiten Skala Menengah yang Efeknya tercatat di bursa Efek wajib melakukan pengumuman atas Laporan Keuangan Berkala melalui Situs Web Emiten dan Situs Web bursa Efek. Jadi, jawabannya adalah C) Melalui Situs Web Emiten dan Situs Web bursa Efek.",1
45,Kapan Emiten Skala Kecil dan Emiten Skala Menengah dapat mengadakan Rapat Umum Pemegang Saham baru setelah penolakan Transaksi Afiliasi atau Transaksi Benturan Kepentingan?,"A) Secara langsung setelah penolakan
B) Setelah masa tunggu 6 bulan
C) Setelah masa tunggu 12 bulan
D) Hanya jika disetujui oleh Otoritas Jasa Keuangan",C) Setelah masa tunggu 12 bulan,"Based on the regulation you provided, which is POJK Number 53/POJK.04/2",1
46,Apa tujuan utama pendirian Lembaga Kliring dan Penjaminan (LKP) dan Lembaga Penyimpanan dan Penyelesaian (LPP)?,"A) Menyediakan layanan perbankan
B) Menawarkan saran investasi
C) Mengatur pasar saham
D) Memfasilitasi kliring dan penyelesaian efisien Transaksi Efek",D) Memfasilitasi kliring dan penyelesaian efisien Transaksi Efek,"D) Memfasilitasi kliring dan penyelesaian efisien Transaksi Efek

Dalam Undang-Undang Republik Indonesia Nomor 4 Tahun 2",1
47,Siapakah yang dapat melakukan kegiatan usaha sebagai Wali Amanat?,"A). Bank Umum dan Pihak lain yang ditetapkan dengan Peraturan Pemerintah.
B). Hanya Pihak lain yang ditetapkan dengan Peraturan Pemerintah.
C). Hanya Bank umum.
D). Semua lembaga keuangan.",A). Bank Umum dan Pihak lain yang ditetapkan dengan Peraturan Pemerintah.,"Jawab: A). Bank Umum dan Pihak lain yang ditetapkan dengan Peraturan Pemerintah.

Pendapat:
Pertimbangan:
Pasal 50 ayat (1) Undang-Undang No.8 Tahun 1995 dalam BAB VI tentang LEMBAGA PENUNJANG PASAR MODAL menyatakan bahwa kegiatan usaha sebagai Wali Amanat dapat dilakukan oleh Bank Umum dan pihak lain yang ditetapkan dengan Peraturan Pemerintah. Oleh karena itu, jawaban yang tepat adalah A). Bank Umum dan Pihak lain yang ditetapkan dengan Peraturan Pemerintah.",0
48,Siapakah yang bertanggung jawab atas kerugian akibat informasi yang tidak benar atau tidak memuat informasi tentang Fakta Material dalam Prospektus?,"A). Hanya pembeli Efek.
B). Baik pembeli Efek maupun pihak yang menawarkan atau menjual Efek.
C). Hanya pihak yang menawarkan atau menjual Efek.
D). Tidak ada yang bertanggung jawab.",B). Baik pembeli Efek maupun pihak yang menawarkan atau menjual Efek.,"Jawab: C). Hanya pihak yang menawarkan atau menjual Efek.

Pasal 81 (1) dari Undang-Undang No.8 Tahun 1995 tentang EMITEN DAN PERUSAHAAN PUBLIK menyatakan bahwa pihak yang menawarkan atau menjual efek dengan menggunakan prospektus atau cara lain, yang memuat informasi yang tidak benar tentang Fakta Material atau tidak memuat informasi tentang Fakta Material dan pihak tersebut mengetahui atau sepatutnya mengetahui mengenai hal tersebut wajib bertanggung jawab atas kerugian yang timbul akibat perbuatan dimaksud. Oleh karena itu, yang bertanggung jawab atas kerugian akibat informasi yang tidak benar atau tidak memuat informasi tentang Fakta Material dalam Prospektus hanya pihak yang menawarkan atau menjual efek.",0
49,Ancaman pidana apa yang berlaku bagi Pihak yang mempengaruhi orang lain untuk melakukan pelanggaran Pasal-Pasal tertentu?,"A). Pidana kurungan
B). Pidana denda
C). Pidana kurungan dan denda
D). Pidana penjara
",C). Pidana kurungan dan denda,"Jawab: D). Pidana penjara

Dasar: Undang-Undang No.8 Tahun 1995 dalam BAB XI tentang PENIPUAN, MANIPULASI PASAR, DAN PERDAGANGAN ORANG DALAM. Pasal 97 ayat (1), Pasal 96, Pasal 100.

Sesuai dengan Pasal 97 ayat (1) Undang-Undang No.8 Tahun 1995, yang mana mengatur bahwa setiap pihak yang dengan sengaja berusaha secara melawan hukum untuk memperoleh dan pada akhirnya memperoleh informasi orang dalam mengenai emiten atau perusahaan publik, akan dikenakan larangan yang sama seperti yang berlaku bagi orang dalam sebagaimana dimaksud dalam Pasal 95 dan Pasal 96. Dalam hal ini, yang dimaksud dengan ""orang dalam"" adalah pihak yang memiliki informasi yang belum diumumkan dan bertanggung jawab atas informasi tersebut.

Pasal 96 menjelas bahwa orang dalam sebagaimana dimaksud dalam Pasal 95 dilarang mempengaruhi pihak lain untuk melakukan pembelian atau penjualan atas efek dimaksud atau memberi informasi orang dalam kepada pihak mana pun yang patut diduga akan menggunakan informasi tersebut untuk melakukan pembelian atau penjualan atas efek.

Pasal 100 Undang-Undang No.8 Tahun 1995 menjelas bahwa Bapepam dapat mengadakan pemeriksaan terhadap setiap pihak yang diduga melakukan atau terlibat dalam pelanggaran terhadap Undang-undang ini dan atau peraturan pelaksanaannya. Dalam rangka pemeriksaan, Bapepam mempunyai wewenang untuk meminta keterangan dan atau konfirmasi dari pihak yang diduga melakukan atau terlibat dalam pelanggaran terhadap Undang-undang ini dan atau peraturan pelaksanaannya atau pihak lain apabila dianggap perlu. Mewajibkan pihak yang diduga melakukan atau terlibat dalam pelanggaran terhadap Undang-undang ini dan atau peraturan pelaksanaannya untuk melakukan atau tidak melakukan kegiatan tertentu.

Oleh karena itu, pidana yang berlaku bagi pihak yang mempengaruhi orang lain untuk melakukan pelanggaran Pasal-Pasal tertentu adalah pidana penjara.",1
,,,,,27
