,q,ch,a,answer_mcq,score
34,Apa yang diwajibkan oleh Pasal 14 terkait dengan Transaksi Benturan Kepentingan menurut peraturan ini?,"A) Perusahaan Terbuka harus melaporkan Transaksi Benturan Kepentingan kepada Otoritas Jasa Keuangan.
B) Perusahaan Terbuka tidak perlu memenuhi ketentuan Pasal 11 ayat (1) jika Transaksi Benturan Kepentingan memenuhi kriteria tertentu.
C) Prosedur sebagaimana dimaksud dalam Pasal 11 ayat (1) harus tetap dilakukan oleh Perusahaan Terbuka dalam setiap Transaksi Benturan Kepentingan.
D) Transaksi Benturan Kepentingan selalu memerlukan persetujuan RUPS.",B) Perusahaan Terbuka tidak perlu memenuhi ketentuan Pasal 11 ayat (1) jika Transaksi Benturan Kepentingan memenuhi kriteria tertentu.,"Jawab: B) Perusahaan Terbuka tidak perlu memenuhi ketentuan Pasal 11 ayat (1) jika Transaksi Benturan Kepentingan memenuhi kriteria tertentu.

Pasal 14 dari Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 42/POJK.04/2020 tentang Transaksi Afiliasi dan Transaksi Benturan Kepentingan bebas Perusahaan Terbuka dari memenuhi ketentuan sebagaimana dimaksud dalam Pasal 11 ayat (1), jika melakukan Transaksi Benturan Kepentingan yang memenuhi kriteria tertentu. Hal ini termasuk transaksi berkelanjutan yang dilakukan setelah Penawaran Umum perdana atau setelah Pernyataan Pendaftaran sebagai Perusahaan Publik menjadi efektif, transaksi dengan Pegawai, anggota direksi, atau anggota dewan komisaris Perusahaan Terbuka maupun Perusahaan Terkendali, penggunaan fasilitas oleh Perusahaan Terbuka kepada anggota direksi, anggota dewan komisaris, dan/atau Pemegang Saham Utama, serta imbalan atau gaji yang diberikan kepada anggota dewan komisaris, anggota direksi, dan Pemegang Saham Utama yang juga sebagai Pegawai, sesuai dengan persyaratan dan kriteria yang ditetapkan dalam Pasal 14.",1
35,Apa yang harus dilakukan oleh Perusahaan Terbuka jika Transaksi Afiliasi atau Transaksi Benturan Kepentingan yang telah disetujui dalam RUPS tidak dilaksanakan dalam jangka waktu 12 bulan sejak tanggal persetujuan RUPS?,"A) Hanya mengungkapkan dalam laporan tahunan.
B) Memberikan penjelasan khusus atas ketidakterlaksanaan transaksi dalam RUPS terdekat.
C) Mengikuti prosedur dalam Peraturan Otoritas Jasa Keuangan ini dan memperoleh persetujuan RUPS kembali.
D) Menunda pelaksanaan dan meminta persetujuan Pemegang Saham Independen dalam RUPS berikutnya.",A) Hanya mengungkapkan dalam laporan tahunan.,"Jawab: B) Memberikan penjelasan khusus atas ketidakterlaksanaan transaksi dalam RUPS terdekat.

Penjelasan:

Pasal 17 ayat (1) PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 42/POJK.04/2020 TENTANG TRANSAKSI AFILIASI DAN TRANSAKSI BENTURAN KEPENTINGAN menetapkan bahwa dalam hal Transaksi Afiliasi dan/atau Transaksi Benturan Kepentingan yang telah disetujui dalam RUPS belum dilaksanakan dalam jangka waktu 12 (dua belas) bulan sejak tanggal persetujuan RUPS, Perusahaan Terbuka wajib mengungkapkan dalam laporan tahunan dan memberikan penjelasan khusus atas tidak terlaksananya Transaksi Afiliasi dan/atau Transaksi Benturan Kepentingan tersebut dalam RUPS terdekat. Oleh karena itu, jawaban yang benar adalah B) Memberikan penjelasan khusus atas ketidakterlaksanaan transaksi dalam RUPS terdekat.",0
36,Kapan Perusahaan Terbuka dapat memintakan persetujuan RUPS kembali untuk Transaksi Afiliasi atau Transaksi Benturan Kepentingan yang tidak disetujui oleh Pemegang Saham Independen?,"A) Setelah 6 bulan sejak pelaksanaan RUPS yang tidak menyetujui transaksi tersebut.
B) Setiap saat tanpa batasan waktu.
C) Paling singkat 12 bulan setelah pelaksanaan RUPS yang tidak menyetujui transaksi tersebut.
D) Setelah mendapatkan persetujuan dari Otoritas Jasa Keuangan.",C) Paling singkat 12 bulan setelah pelaksanaan RUPS yang tidak menyetujui transaksi tersebut.,"Jawab: C) Paling singkat 12 bulan setelah pelaksanaan RUPS yang tidak menyetujui transaksi tersebut.

Pasal 18 Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 42/POJK.04/2",0
37,Apa yang diwajibkan oleh Perusahaan Terbuka dalam hal pengumuman Transaksi Afiliasi dan/atau Transaksi Benturan Kepentingan jika sahamnya tercatat pada bursa efek?,"A) Pengumuman melalui Situs Web Perusahaan Terbuka saja.
B) Pengumuman melalui Situs Web Perusahaan Terbuka dan 1 (satu) surat kabar harian berbahasa Indonesia.
C) Pengumuman melalui Situs Web Perusahaan Terbuka dan Situs Web bursa efek.
D) Pengumuman melalui Surat Kabar Nasional saja.",C) Pengumuman melalui Situs Web Perusahaan Terbuka dan Situs Web bursa efek.,"C) Pengumuman melalui Situs Web Perusahaan Terbuka dan Situs Web bursa efek.

Hal ini dapat dilihat dari Pasal 19 ayat (1) Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 42/POJK.04/2020 tentang Transaksi Afiliasi dan Transaksi Benturan Kepentingan, yang menetapkan bahwa pengumuman Transaksi Afiliasi dan/atau Transaksi Benturan Kepentingan bagi Perusahaan Terbuka yang sahamnya tercatat pada bursa efek wajib dilakukan melalui paling sedikit Situs Web Perusahaan Terbuka dan Situs Web bursa efek.",0
38,Kapan bukti pengumuman Transaksi Afiliasi dan/atau Transaksi Benturan Kepentingan yang dilakukan melalui surat kabar harian harus disampaikan kepada Otoritas Jasa Keuangan?,"A) Paling lambat 1 (satu) hari setelah tanggal pengumuman.
B) Paling lambat 2 (dua) hari setelah tanggal pengumuman.
C) Pada saat pelaksanaan RUPS.
D) Bukti pengumuman tidak perlu disampaikan.",B) Paling lambat 2 (dua) hari setelah tanggal pengumuman.,"Jawab: B) Paling lambat 2 (dua) hari setelah tanggal pengumuman.

Pasal 19 ayat (3) PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 42/POJK.04/2",1
39,Apakah yang dapat menjadi sanksi administratif yang dikenakan oleh Otoritas Jasa Keuangan berdasarkan Pasal 27?,"A) Pemberian penghargaan.
B) Peringatan tertulis, denda, pembatasan kegiatan usaha, pembekuan kegiatan usaha, pencabutan izin usaha, pembatalan persetujuan, pembatalan pendaftaran.
C) Bebas dari sanksi.
D) Delegasi wewenang.","B) Peringatan tertulis, denda, pembatasan kegiatan usaha, pembekuan kegiatan usaha, pencabutan izin usaha, pembatalan persetujuan, pembatalan pendaftaran.",Berdasarkan Peraturan Otoritas Jasa Keuangan Nomor 34/POJK.04/2,0
40,"Apa yang dimaksud dengan ""Perusahaan Terbuka"" dalam Peraturan Otoritas Jasa Keuangan ini?","A) Pihak yang melakukan Penawaran Umum efek bersifat ekuitas.
B) Perseroan yang sahamnya dimiliki oleh lebih dari 300 pemegang saham dan memiliki modal disetor paling sedikit Rp3.000.000.000,00.
C) Emiten dengan Aset Skala Menengah.
D) Emiten yang memiliki total aset lebih dari Rp50.000.000.000,00.",A) Pihak yang melakukan Penawaran Umum efek bersifat ekuitas.,"Dalam Peraturan Otoritas Jasa Keuangan (OJK) yang telah disebutkan, yaitu Peraturan OJK Nomor 9/POJK.04/2018, Nomor 15/POJK.04/2020, Nomor 11/POJK.04/2017, serta Nomor 60/POJK.04/2015, yang dimaksud dengan ""Perusahaan Terbuka"" adalah Emiten yang telah melakukan Penawaran Umum Efek bersifat ekuitas atau Perusahaan Publik. Jadi, jawaban yang benar adalah:

D) Emiten yang memiliki total aset lebih dari Rp50.000.000.000,00.",0
41,"Apa yang dianggap sebagai ""Laporan Keuangan Berkala"" dalam konteks Peraturan Otoritas Jasa Keuangan ini?","A) Laporan pertanggungjawaban direksi dan dewan komisaris.
B) Laporan tahunan.
C) Laporan keuangan tahunan dan laporan keuangan tengah tahunan Emiten atau Perusahaan Publik.
D) Laporan keuangan tengah tahunan saja.",C) Laporan keuangan tahunan dan laporan keuangan tengah tahunan Emiten atau Perusahaan Publik.,"Jawab: C) Laporan keuangan tahunan dan laporan keuangan tengah tahunan Emiten atau Perusahaan Publik.

Kontekst: PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 43/POJK.04/2020 TENTANG KEWAJIBAN KETERBUKAAN INFORMASI DAN TATA KELOLA PERUSAHAAN BAGI EMITEN ATAU PERUSAHAAN PUBLIK YANG MEMENUHI KRITERIA EMITEN DENGAN ASET SKALA KECIL DAN EMITEN DENGAN ASET SKALA MENENGAH, serta PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 14/POJK.04/2022 TENTANG PENYAMPAIAN LAPORAN KEUANGAN BERKALA EMITEN ATAU PERUSAHAAN PUBLIK.

Dalam Peraturan Otoritas Jasa Keuangan ini, ""Laporan Keuangan Berkala"" dianggap sebagai laporan keuangan tahunan dan laporan keuangan tengah tahunan Emiten atau Perusahaan Publik, seperti didefinisikan dalam Pasal 1 nomor 9 dan 10 Peraturan Otoritas Jasa Keuangan Nomor 43/POJK.04/2020. Hal ini dapat dilihat pula dalam Pasal 2 dan Pasal 14 Peraturan Otoritas Jasa Keuangan Nomor 14/POJK.04/2022, yang menyebutkan bahwa Emiten atau Perusahaan Publik wajib menyampaikan dan mengumumkan laporan keuangan tahunan dan laporan keuangan tengah tahunan kepada Otoritas Jasa Keuangan dan masyarakat.",0
42,Apa yang menjadi kewajiban Emiten Skala Kecil dan Emiten Skala Menengah terkait dengan penggunaan bahasa dalam pengumuman dan laporan berdasarkan Pasal 9 Peraturan Otoritas Jasa Keuangan?,"A) Menggunakan paling sedikit bahasa Indonesia dalam semua informasi dan laporan.
B) Menggunakan bahasa asing dalam pengumuman dan laporan.
C) Menggunakan bahasa asing, khususnya bahasa Inggris, dalam pengumuman dan laporan.
D) Menggunakan bahasa asing dengan syarat informasi yang sama juga disajikan dalam bahasa Indonesia.","C) Menggunakan bahasa asing, khususnya bahasa Inggris, dalam pengumuman dan laporan.","Jawab: D

Menggunakan bahasa asing dengan syarat informasi yang sama juga disajikan dalam bahasa Indonesia.

Hal ini didasarkan pada Pasal 9 ayat (1), (2), dan (3) Peraturan Otoritas Jasa Keuangan Nomor 43/POJK.04/2020 tentang Kewajiban Keterbukaan Informasi dan Tata Kelola Perusahaan bagi Emiten atau Perusahaan Publik yang Memenuhi Kriteria Emiten dengan Aset Skala Kecil dan Emiten dengan Aset Skala Menengah. Pasal tersebut menetapkan bahwa Emiten Skala Kecil dan Emiten Skala Menengah wajib menggunakan bahasa Indonesia dalam menyajikan informasi di situs web, pengumuman atas Informasi atau Fakta Material, dan Laporan Tahunan. Namun, jika informasi disajikan dalam bahasa asing, maka harus memuat informasi yang sama dengan informasi yang disajikan dalam bahasa Indonesia.",0
43,Apa yang menjadi kewajiban Emiten Skala Kecil dan Emiten Skala Menengah yang Efeknya tercatat di bursa Efek terkait dengan pengumuman dan keterbukaan informasi?,"A) Melakukan pengumuman hanya melalui Situs Web Emiten.
B) Melakukan pengumuman melalui Situs Web Emiten dan Situs Web bursa Efek.
C) Melakukan pengumuman melalui Situs Web Emiten dan surat kabar harian berbahasa Indonesia.
D) Melakukan pengumuman melalui surat kabar harian berbahasa Indonesia saja.",B) Melakukan pengumuman melalui Situs Web Emiten dan Situs Web bursa Efek.,"Jawab: B

Pengujian:

Dalam Peraturan Otoritas Jasa Keuangan Nomor 43/POJK.04/2",0
44,Bagaimana cara Emiten Skala Kecil dan Emiten Skala Menengah yang Efeknya tercatat di bursa Efek harus membuat pengumuman terkait Laporan Keuangan Berkala?,"A) Hanya melalui Situs Web Emiten
B) Melalui Situs Web Emiten dan surat kabar harian
C) Melalui Situs Web Emiten dan Situs Web bursa Efek
D) Melalui konferensi pers",C) Melalui Situs Web Emiten dan Situs Web bursa Efek,"Jawab: C) Melalui Situs Web Emiten dan Situs Web bursa Efek.

Hal ini disebabkan oleh Pasal 10 ayat (1) PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 43/POJK.04/2",0
45,Kapan Emiten Skala Kecil dan Emiten Skala Menengah dapat mengadakan Rapat Umum Pemegang Saham baru setelah penolakan Transaksi Afiliasi atau Transaksi Benturan Kepentingan?,"A) Secara langsung setelah penolakan
B) Setelah masa tunggu 6 bulan
C) Setelah masa tunggu 12 bulan
D) Hanya jika disetujui oleh Otoritas Jasa Keuangan",C) Setelah masa tunggu 12 bulan,"Pasal 25, Pasal 26, dan Pasal 28 dari Peraturan Otoritas Jasa Keuangan Nomor 53/POJK.04/2",1
46,Apa tujuan utama pendirian Lembaga Kliring dan Penjaminan (LKP) dan Lembaga Penyimpanan dan Penyelesaian (LPP)?,"A) Menyediakan layanan perbankan
B) Menawarkan saran investasi
C) Mengatur pasar saham
D) Memfasilitasi kliring dan penyelesaian efisien Transaksi Efek",D) Memfasilitasi kliring dan penyelesaian efisien Transaksi Efek,"Jawab: D) Memfasilitasi kliring dan penyelesaian efisien Transaksi Efek.

Tujuan utama pendirian Lembaga Kliring dan Penjaminan (LKP) dan Lembaga Penyimpanan dan Penyelesaian (LPP) adalam menyediakan sarana kliring dan penjaminan penyelesaian transaksi efek yang teratur, wajar, dan efisien (seperti dimaksud dalam Pasal 22 ayat (1) Undang-Undang Republik Indonesia Nomor 4 Tahun 2023 tentang Pengembangan dan Penguatan Sektor Keuangan) serta menyediakan jasa kustodian sentral dan penyelesaian transaksi yang teratur, wajar, dan efisien (seperti dimaksud dalam Pasal 22 ayat (2) Undang-Undang Republik Indonesia Nomor 4 Tahun 2023 tentang Pengembangan dan Penguatan Sektor Keuangan). Hal ini mengacu pada Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 3/POJK.04/2021 tentang Penyelenggaraan Kegiatan di Bidang Pasar Modal.",1
47,Siapakah yang dapat melakukan kegiatan usaha sebagai Wali Amanat?,"A). Bank Umum dan Pihak lain yang ditetapkan dengan Peraturan Pemerintah.
B). Hanya Pihak lain yang ditetapkan dengan Peraturan Pemerintah.
C). Hanya Bank umum.
D). Semua lembaga keuangan.",A). Bank Umum dan Pihak lain yang ditetapkan dengan Peraturan Pemerintah.,"Jawab: A). Bank Umum dan Pihak lain yang ditetapkan dengan Peraturan Pemerintah.

Pendapat:
Pasal 50 ayat (1) Undang-Undang No.8 Tahun 1995 dalam BAB VI tentang LEMBAGA PENUNJANG PASAR MODAL menyatakan bahwa kegiatan usaha sebagai Wali Amanat dapat dilakukan oleh Bank Umum dan pihak lain yang ditetapkan dengan Peraturan Pemerintah. Oleh karena itu, jawaban yang tepat adalah A). Bank Umum dan Pihak lain yang ditetapkan dengan Peraturan Pemerintah.",1
48,Siapakah yang bertanggung jawab atas kerugian akibat informasi yang tidak benar atau tidak memuat informasi tentang Fakta Material dalam Prospektus?,"A). Hanya pembeli Efek.
B). Baik pembeli Efek maupun pihak yang menawarkan atau menjual Efek.
C). Hanya pihak yang menawarkan atau menjual Efek.
D). Tidak ada yang bertanggung jawab.",B). Baik pembeli Efek maupun pihak yang menawarkan atau menjual Efek.,"Jawab: C). Hanya pihak yang menawarkan atau menjual Efek.

Pasal 81 ayat (1) dari Undang-Undang No.8 Tahun 1995 tentang EMITEN DAN PERUSAHAAN PUBLIK menyatakan bahwa pihak yang menawarkan atau menjual efek dengan menggunakan prospektus atau cara lain, baik tertulis maupun lisan, yang memuat informasi yang tidak benar tentang Fakta Material atau tidak memuat informasi tentang Fakta Material dan pihak tersebut mengetahui atau sepatusnya mengetahui mengenai hal tersebut wajib bertanggung jawab atas kerugian yang timbul akibat perbuatan dimaksud. Oleh sebab itu, hanya pihak yang menawarkan atau menjual efek yang bertanggung jawab atas kerugian akibat informasi yang tidak benar atau tidak memuat informasi tentang Fakta Material dalam prospektus.",0
49,Ancaman pidana apa yang berlaku bagi Pihak yang mempengaruhi orang lain untuk melakukan pelanggaran Pasal-Pasal tertentu?,"A). Pidana kurungan
B). Pidana denda
C). Pidana kurungan dan denda
D). Pidana penjara
",C). Pidana kurungan dan denda,"Jawab: D. Pidana penjara

Dasar: Undang-Undang No.8 Tahun 1995 dalam BAB XI tentang PENIPUAN, MANIPULASI PASAR, DAN PERDAGANGAN ORANG DALAM. Pasal 96 ayat (a), UU No.4 Tahun 2023 pasal 22 ayat (1) dan (2)

Sesuai dengan Undang-Undang No.8 Tahun 1995 dalam BAB XI tentang PENIPUAN, MANIPULASI PASAR, DAN PERDAGANGAN ORANG DALAM. Pasal 96 ayat (a), yang menetapkan bahwa ""Orang dalam"" dilarang mempengaruhi pihak lain untuk melakukan pembelian atau penjualan atas Efek dimaksud, apabila melanggar ketentuan ini, dikenakan pidana penjara sebagaimana yang dimaksud dalam Pasal 70 ayat (1) UU No.4 Tahun 2023 pasal 22 ayat (1) dan (2).

Hal ini berlaku sebagaimana pengaturan di Undang-Undang No.4 Tahun 2023 pasal 22 ayat (1) dan (2), yang menetapkan bahwa setiap pihak yang melakukan pelanggaran atas ketentuan sebagaimana dimaksud dalam Pasal 70 ayat (1) dipidana dengan pidana penjara paling singkat 5 (lima) tahun dan paling lama 15 (lima belas) tahun dan pidana denda paling sedikit Rp5.000.000.000,00 (lima miliar rupiah) dan paling banyak Rp150.000.000.000,00 (seratus lima puluh miliar rupiah). Sama juga dengan pelanggaran ketentuan Pasal 73, yang dipidana dengan pidana penjara paling singkat 1 (satu) tahun dan paling lama 5 (lima) tahun dan pidana denda paling sedikit Rp1.500.000.000,00 (satu miliar lima ratus juta rupiah) dan paling banyak Rp50.000.000.000,00 (lima puluh miliar rupiah).",0
,,,,,30
