,q,ch,a,answer_mcq,score,score_by_ai,
27,Siapakah yang dapat menjadi Penerima Kuasa secara elektronik menurut Pasal 30?,"A) Anggota Direksi Perusahaan Terbuka
B) Pihak yang tidak terdaftar di dalam sistem e-RUPS atau sistem yang disediakan oleh Perusahaan Terbuka
C) Partisipan yang mengadministrasikan sub rekening efek/efek milik pemegang saham
D) Karyawan Perusahaan Terbuka",C) Partisipan yang mengadministrasikan sub rekening efek/efek milik pemegang saham,"Jawab: C) Partisipan yang mengadministrasikan sub rekening efek/efek milik pemegang saham

Alasan: Pasal 30 ayat (1) UU No. 8 Tahun 1995 tentang Jasa Keuangan menyebutkan bahwa pihak yang dapat menjadi Penerima Kuasa secara elektronik meliputi partisipan yang mengadministrasikan sub rekening efek/efek milik pemegang saham. Selain itu, Pasal 30 ayat (3) menyatakan bahwa Penerima Kuasa harus bukan merupakan anggota Direksi, anggota Dewan Komisaris, dan karyawan Perusahaan Terbuka. Oleh karena itu, pilihan B dan D tidak sesuai dengan ketentuan peraturan perundang-undangan.",1,0,
28,Apa saja kewajiban yang harus dipenuhi oleh Penyedia e-RUPS menurut Pasal 35?,"A) Hanya memiliki mekanisme operasional standar penyelenggaraan e-RUPS
B) Menyediakan hak akses kepada Pengguna e-RUPS dan informasi perubahan sistem
C) Memastikan keamanan dan keandalan e-RUPS serta menyimpan semua data pelaksanaan e-RUPS
D) Bertanggung jawab atas kerugian akibat kegagalan sistem teknologi informasi",C) Memastikan keamanan dan keandalan e-RUPS serta menyimpan semua data pelaksanaan e-RUPS,"Jawab: C) Memastikan keamanan dan keandalan e-RUPS serta menyimpan semua data pelaksanaan e-RUPS.

Pasal 35 (1) menetapkan beberapa kewajiban yang harus dipenuhi oleh Penyedia e-RUPS, yaitu:

a. Terdaftar sebagai penyelenggara sistem elektronik dari instansi berwenang sesuai dengan ketentuan peraturan perundang-undangan;
b. Menyediakan hak akses kepada Pengguna e-RUPS untuk dapat mengakses e-RUPS;
c. Memiliki dan menetapkan mekanisme atau prosedur operasional standar penyelenggaraan e-RUPS;
d. Memastikan terselenggaranya kegiatan dan keberlangsungan kegiatan e-RUPS;
e. Memastikan keamanan dan keandalan e-RUPS;
f. Menginformasikan kepada Pengguna e-RUPS dalam hal terdapat perubahan atau pengembangan sistem termasuk penambahan layanan dan fitur e-RUPS;
g. Menyediakan rekam jejak audit terhadap seluruh kegiatan pemrosesan data di e-RUPS untuk keperluan pengawasan, penegakan hukum, penyelesaian sengketa, verifikasi, dan pengujian;

Oleh karena itu, Penyedia e-RUPS harus memastikan keamanan dan keandalan e-RUPS serta menyimpan semua data pelaksanaan e-RUPS.",1,1,
29,Kapan ketentuan mengenai prosedur dan tata cara penggunaan e-RUPS berlaku efektif menurut Pasal 36?,"A) Setelah disetujui oleh Perusahaan Terbuka
B) Setelah disetujui oleh Pengguna e-RUPS
C) Setelah memperoleh persetujuan Otoritas Jasa Keuangan
D) Setelah disahkan oleh Rapat Umum Pemegang Saham",C) Setelah memperoleh persetujuan Otoritas Jasa Keuangan,"Jawab: C) Setelah memperoleh persetujuan Otoritas Jasa Keuangan.

Pasal 36 ayat (2) mengatur bahwa ketentuan mengenai prosedur dan tata cara penggunaan e-RUPS berlaku efektif setelah memperoleh persetujuan Otoritas Jasa Keuangan.",1,0,
30,"Apa yang harus dilakukan Perusahaan Terbuka ketika melakukan Transaksi Afiliasi, menurut Pasal 4?","A) Hanya menggunakan Penilai untuk menentukan nilai wajar Transaksi Afiliasi.
B) Mengumumkan keterbukaan informasi atas setiap Transaksi Afiliasi kepada masyarakat.
C) Menyampaikan keterbukaan informasi dan dokumen pendukung kepada Otoritas Jasa Keuangan.
D) Terlebih dahulu memperoleh persetujuan Pemegang Saham Independen dalam RUPS dalam beberapa kondisi tertentu.",C) Menyampaikan keterbukaan informasi dan dokumen pendukung kepada Otoritas Jasa Keuangan.,"Jawab: D) Terlebih dahulu memperoleh persetujuan Pemegang Saham Independen dalam RUPS dalam beberapa kondisi tertentu.

Ketentuan ini dimaksud dalam Pasal 4 ayat (1) huruf d, yang menetapkan bahwa Perusahaan Terbuka wajib memperoleh persetujuan Pemegang Saham Independen dalam RUPS sebelum melakukan Transaksi Afiliasi, dalam beberapa kondisi tertentu, yaitu:

1. Nilai Transaksi Afiliasi memenuhi batasan nilai transaksi material yang wajib memperoleh persetujuan Pemegang Saham Independen.
2. Kondisi-kondisi lain yang ditetapkan oleh Otoritas Jasa Keuangan.

Hal ini bertujuan untuk memastikan bahwa Transaksi Afiliasi yang akan dilakukan benar-benar bertanggung jawab dan transparan, serta meminimalkan resiko potensial yang ditimbulkannya.",1,0,
31,Berapa lama jangka waktu antara tanggal penilaian nilai wajar oleh Penilai dan tanggal pelaksanaan RUPS jika Transaksi Afiliasi memerlukan persetujuan RUPS?,"A) Paling lambat 3 bulan.
B) Paling lama 6 bulan.
C) Paling singkat 1 bulan.
D) Tidak ada ketentuan waktu yang ditetapkan.",B) Paling lama 6 bulan.,"Jawab:
B) Paling lama 6 bulan.

Keputusan ini didasarkan pada context yang menyebutkan bahwa jangka waktu antara tanggal penilaian dan tanggal pelaksanaan RUPS wajib paling lama 6 (enam) bulan dalam hal Transaksi Afiliasi yang memerlukan persetujuan RUPS (lihat Pasal 5 ayat 2 dalam context yang disediakan).",1,0,
32,Kapan Perusahaan Terbuka tidak wajib memenuhi ketentuan sebagaimana dimaksud dalam Pasal 4 ayat (1) menurut Pasal 8?,"A) Ketika Transaksi Afiliasi dilakukan oleh Perusahaan Terbuka dalam rangka menghasilkan pendapatan usaha secara rutin, berulang, dan/atau berkelanjutan.
B) Jika Transaksi Afiliasi merupakan kegiatan usaha yang dijalankan hanya untuk sekali transaksi.
C) Jika Otoritas Jasa Keuangan menetapkan bahwa Perusahaan Terbuka tidak wajib melakukannya.
D) Ketika Transaksi Afiliasi melibatkan pihak yang bertransaksi di luar lembaga jasa keuangan.","A) Ketika Transaksi Afiliasi dilakukan oleh Perusahaan Terbuka dalam rangka menghasilkan pendapatan usaha secara rutin, berulang, dan/atau berkelanjutan","Jawab: A) Ketika Transaksi Afiliasi dilakukan oleh Perusahaan Terbuka dalam rangka menghasilkan pendapatan usaha secara rutin, berulang, dan/atau berkelanjutan.

Penjelasan: Pasal 8 ayat (1) Peraturan Otoritas Jasa Keuangan mengenai Perusahaan Terbuka menetapkan bahwa Perusahaan Terbuka tidak wajib memenuhi ketentuan sebagaimana dimaksud dalam Pasal 4 ayat (1), jika melakukan Transaksi Afiliasi yang merupakan kegiatan usaha yang dijalankan dalam rangka menghasilkan pendapatan usaha dan dijalankan secara rutin, berulang, dan/atau berkelanjutan. Oleh karena itu, jawaban yang benar adalah A.",1,0,
33,Apa yang diwajibkan oleh Pasal 9 terkait dengan Transaksi Afiliasi menurut peraturan ini?,"A) Melaporkan Transaksi Afiliasi kepada Otoritas Jasa Keuangan.
B) Melakukan prosedur sebagaimana dimaksud dalam Pasal 3 setiap kali melakukan Transaksi Afiliasi.
C) Mengumumkan Transaksi Afiliasi kepada masyarakat.
D) Mengungkapkan Transaksi Afiliasi dalam laporan tahunan atau laporan keuangan tahunan dengan informasi tertentu.",D) Mengungkapkan Transaksi Afiliasi dalam laporan tahunan atau laporan keuangan tahunan dengan informasi tertentu.,"Jawab: D) Mengungkapkan Transaksi Afiliasi dalam laporan tahunan atau laporan keuangan tahunan dengan informasi tertentu.

Pasal 9 yang tercantum dalam context menjelaskan tentang pengungkapan transaksi afiliasi dalam laporan tahunan atau laporan keuangan tahunan perusahaan terbuka dengan mencakup informasi tertentu. Hal ini dimaksudkan untuk memastikan kejelasan dan transparansi terhadap transaksi afiliasi yang telah dilakukan.

Hal yang wajib dicakup dalam pengungkapan tersebut antara lain jenis transaksi afiliasi, pihak yang bertransaksi, sifat hubungan afiliasi, nilai transaksi, dan pernyataan direksi bahwa transaksi afiliasi telah melalui prosedur yang sesuai. Dalam hal pengungkapan diungkapkan dalam laporan keuangan tahunan perusahaan terbuka, perusahaan terbuka wajib memberikan rujukan pengungkapan dalam laporan keuangan tahunan pada laporan tahunan.

Oleh karena itu, jawaban yang tepat adalah: D) Mengungkapkan Transaksi Afiliasi dalam laporan tahunan atau laporan keuangan tahunan dengan informasi tertentu.",1,1,
34,Apa yang diwajibkan oleh Pasal 14 terkait dengan Transaksi Benturan Kepentingan menurut peraturan ini?,"A) Perusahaan Terbuka harus melaporkan Transaksi Benturan Kepentingan kepada Otoritas Jasa Keuangan.
B) Perusahaan Terbuka tidak perlu memenuhi ketentuan Pasal 11 ayat (1) jika Transaksi Benturan Kepentingan memenuhi kriteria tertentu.
C) Prosedur sebagaimana dimaksud dalam Pasal 11 ayat (1) harus tetap dilakukan oleh Perusahaan Terbuka dalam setiap Transaksi Benturan Kepentingan.
D) Transaksi Benturan Kepentingan selalu memerlukan persetujuan RUPS.",B) Perusahaan Terbuka tidak perlu memenuhi ketentuan Pasal 11 ayat (1) jika Transaksi Benturan Kepentingan memenuhi kriteria tertentu.,"Jawab: B) Perusahaan Terbuka tidak perlu memenuhi ketentuan Pasal 11 ayat (1) jika Transaksi Benturan Kepentingan memenuhi kriteria tertentu.

Pasal 14 dari Peraturan Otoritas Jasa Keuangan terkait Transaksi Benturan Kepentingan menjelaskan bahwa Perusahaan Terbuka tidak wajib memenuhi ketentuan sebagaimana dimaksud dalam Pasal 11 ayat (1), yaitu melakukan prosedur tertentu, jika melakukan Transaksi Benturan Kepentingan tertentu. Hal ini tercantum pada ayat (2) Pasal 14, yaitu jika Transaksi Benturan Kepentingan dilakukan sebagai fasilitas yang diberikan oleh Perusahaan Terbuka kepada anggota direksi, anggota komisaris, dan/atau pemegang saham utama, dan fasilitas tersebut langsung berhubungan dengan tanggung jawab mereka. Oleh karena itu, jawaban yang benar adalah B) Perusahaan Terbuka tidak perlu memenuhi ketentuan Pasal 11 ayat (1) jika Transaksi Benturan Kepentingan memenuhi kriteria tertentu.",1,1,
35,Apa yang harus dilakukan oleh Perusahaan Terbuka jika Transaksi Afiliasi atau Transaksi Benturan Kepentingan yang telah disetujui dalam RUPS tidak dilaksanakan dalam jangka waktu 12 bulan sejak tanggal persetujuan RUPS?,"A) Hanya mengungkapkan dalam laporan tahunan.
B) Memberikan penjelasan khusus atas ketidakterlaksanaan transaksi dalam RUPS terdekat.
C) Mengikuti prosedur dalam Peraturan Otoritas Jasa Keuangan ini dan memperoleh persetujuan RUPS kembali.
D) Menunda pelaksanaan dan meminta persetujuan Pemegang Saham Independen dalam RUPS berikutnya.",A) Hanya mengungkapkan dalam laporan tahunan.,"Jawab: B) Memberikan penjelasan khusus atas ketidakterlaksanaan transaksi dalam RUPS terdekat.

Pasal 17 (1) Peraturan Otoritas Jasa Keuangan mengenai Pengungkapan dan Pelaksanaan Kembali Prosedur Transaksi Afiliasi dan Transaksi Benturan Kepentingan menetapkan bahwa jika Transaksi Afiliasi atau Transaksi Benturan Kepentingan yang telah disetujui dalam RUPS tidak dilaksanakan dalam jangka waktu 12 bulan sejak tanggal persetujuan RUPS, Perusahaan Terbuka wajib mengungkapkan dalam laporan tahunan dan memberikan penjelasan khusus atas ketidakterlaksanaan transaksi dalam RUPS terdekat. Oleh sebab itu, pilihan jawaban yang benar adalah B) Memberikan penjelasan khusus atas ketidakterlaksanaan transaksi dalam RUPS terdekat.",1,0,
36,Kapan Perusahaan Terbuka dapat memintakan persetujuan RUPS kembali untuk Transaksi Afiliasi atau Transaksi Benturan Kepentingan yang tidak disetujui oleh Pemegang Saham Independen?,"A) Setelah 6 bulan sejak pelaksanaan RUPS yang tidak menyetujui transaksi tersebut.
B) Setiap saat tanpa batasan waktu.
C) Paling singkat 12 bulan setelah pelaksanaan RUPS yang tidak menyetujui transaksi tersebut.
D) Setelah mendapatkan persetujuan dari Otoritas Jasa Keuangan.",C) Paling singkat 12 bulan setelah pelaksanaan RUPS yang tidak menyetujui transaksi tersebut.,"Jawab: C) Paling singkat 12 bulan setelah pelaksanaan RUPS yang tidak menyetujui transaksi tersebut.

Rujuk Pasal 18 ayat (2) Peraturan Otoritas Jasa Keuangan yang mencakup Transaksi Afiliasi dan Transaksi Benturan Kepentingan yang wajib terlebih dahulu disetujui oleh Pemegang Saham Independen dalam RUPS atau Transaksi Benturan Kepentingan yang tidak disetujui Pemegang Saham Independen dalam RUPS, rencana transaksi dimaksud baru dapat dimintakan persetujuan RUPS kembali paling singkat 12 (dua belas) bulan setelah pelaksanaan RUPS yang tidak menyetujui Transaksi Afiliasi yang wajib terlebih dahulu disetujui oleh Pemegang Saham Independen dalam RUPS atau Transaksi Benturan Kepentingan tersebut.",1,0,
37,Apa yang diwajibkan oleh Perusahaan Terbuka dalam hal pengumuman Transaksi Afiliasi dan/atau Transaksi Benturan Kepentingan jika sahamnya tercatat pada bursa efek?,"A) Pengumuman melalui Situs Web Perusahaan Terbuka saja.
B) Pengumuman melalui Situs Web Perusahaan Terbuka dan 1 (satu) surat kabar harian berbahasa Indonesia.
C) Pengumuman melalui Situs Web Perusahaan Terbuka dan Situs Web bursa efek.
D) Pengumuman melalui Surat Kabar Nasional saja.",C) Pengumuman melalui Situs Web Perusahaan Terbuka dan Situs Web bursa efek.,"Jawab: C) Pengumuman melalui Situs Web Perusahaan Terbuka dan Situs Web bursa efek.

Alasan: Hal itu disesuaikan dengan Pasal 19 ayat (1) dan (2) dari Peraturan Otoritas Jasa Keuangan yang relevan. Pasal 19 (1) menyatakan bahwa pengumuman Transaksi Afiliasi dan/atau Transaksi Benturan Kepentingan wajib dilakukan melalui paling sedikit dua cara, yaitu Situs Web Perusahaan Terbuka dan Situs Web bursa efek. Selain itu, Pasal 19 (2) menyatakan bahwa jika Perusahaan Terbuka yang sahamnya tidak tercatat pada bursa efek, maka pengumuman wajib dilakukan melalui Situs Web Perusahaan Terbuka dan sebuah surat kabar harian berbahasa Indonesia yang berperedaran nasional atau Situs Web yang disediakan Otoritas Jasa Keuangan. Karena dalam kasus ini saham Perusahaan Terbuka tercatat pada bursa efek, opsi yang tepat adalah C) Pengumuman melalui Situs Web Perusahaan Terbuka dan Situs Web bursa efek.",1,0,
38,Kapan bukti pengumuman Transaksi Afiliasi dan/atau Transaksi Benturan Kepentingan yang dilakukan melalui surat kabar harian harus disampaikan kepada Otoritas Jasa Keuangan?,"A) Paling lambat 1 (satu) hari setelah tanggal pengumuman.
B) Paling lambat 2 (dua) hari setelah tanggal pengumuman.
C) Pada saat pelaksanaan RUPS.
D) Bukti pengumuman tidak perlu disampaikan.",B) Paling lambat 2 (dua) hari setelah tanggal pengumuman.,"The answer is B) Paling lambat 2 (dua) hari setelah tanggal pengumuman.

According to the regulation mentioned in the context, which is Peraturan Otoritas Jasa Keuangan (Regulation of the Financial Services Authority), regarding the announcement of Affiliated Transactions and Conflict of Interest Transactions for Public Companies whose shares are not listed on the stock exchange, the announcement must be made through at least two channels: the Company's Website and one national daily newspaper in Indonesian or the Website provided by the Financial Services Authority. If the announcement is made through a daily newspaper, the proof of the announcement must be submitted to the Financial Services Authority no later than 2 (two) working days after the announcement date. Therefore, the correct answer to the question is B) Paling lambat 2 (dua) hari setelah tanggal pengumuman.",1,1,
39,Apakah yang dapat menjadi sanksi administratif yang dikenakan oleh Otoritas Jasa Keuangan berdasarkan Pasal 27?,"A) Pemberian penghargaan.
B) Peringatan tertulis, denda, pembatasan kegiatan usaha, pembekuan kegiatan usaha, pencabutan izin usaha, pembatalan persetujuan, pembatalan pendaftaran.
C) Bebas dari sanksi.
D) Delegasi wewenang.","B) Peringatan tertulis, denda, pembatasan kegiatan usaha, pembekuan kegiatan usaha, pencabutan izin usaha, pembatalan persetujuan, pembatalan pendaftaran.","Based on the provided context, the correct answer is:

B) Peringatan tertulis, denda, pembatasan kegiatan usaha, pembekuan kegiatan usaha, pencabutan izin usaha, pembatalan persetujuan, pembatalan pendaftaran.

This is stated in Pasal 5 (1) of the mentioned regulation, which explains that the Financial Services Authority (OJK) has the authority to impose administrative sanctions on any party that violates the regulations, including written warnings and fines. Additionally, Pasal 7 mentions that the OJK can announce the enforcement of administrative sanctions and other actions in accordance with Pasal 6. However, Pasal 27, which is referred to in the question, is not included in the provided context, so we should refer to Pasal 5 and Pasal 7 to answer this question.",1,1,
40,"Apa yang dimaksud dengan ""Perusahaan Terbuka"" dalam Peraturan Otoritas Jasa Keuangan ini?","A) Pihak yang melakukan Penawaran Umum efek bersifat ekuitas.
B) Perseroan yang sahamnya dimiliki oleh lebih dari 300 pemegang saham dan memiliki modal disetor paling sedikit Rp3.000.000.000,00.
C) Emiten dengan Aset Skala Menengah.
D) Emiten yang memiliki total aset lebih dari Rp50.000.000.000,00.",A) Pihak yang melakukan Penawaran Umum efek bersifat ekuitas.,"Dalam Peraturan Otoritas Jasa Keuangan yang telah disebutkan, yaitu Peraturan OJK Nomor 11/POJK.04/2014, Peraturan OJK Nomor 10/POJK.04/2014, Peraturan OJK Nomor 32/POJK.04/2014, serta Peraturan OJK Nomor 33/POJK.04/2014, ""Perusahaan Terbuka"" dimaksudkan sebagai emiten yang telah melakukan penawaran umum efek bersifat ekuitas atau perusahaan publik. Jadi, opsi yang benar adalah A) Pihak yang melakukan Penawaran Umum efek bersifat ekuitas.",1,1,
41,"Apa yang dianggap sebagai ""Laporan Keuangan Berkala"" dalam konteks Peraturan Otoritas Jasa Keuangan ini?","A) Laporan pertanggungjawaban direksi dan dewan komisaris.
B) Laporan tahunan.
C) Laporan keuangan tahunan dan laporan keuangan tengah tahunan Emiten atau Perusahaan Publik.
D) Laporan keuangan tengah tahunan saja.",C) Laporan keuangan tahunan dan laporan keuangan tengah tahunan Emiten atau Perusahaan Publik.,"Dalam konteks Peraturan Otoritas Jasa Keuangan mengenai Penyampaian Laporan Keuangan Berkala Emiten atau Perusahaan Publik, ""Laporan Keuangan Berkala"" merujuk kepada:

C) Laporan keuangan tahunan dan laporan keuangan tengah tahunan Emiten atau Perusahaan Publik.

Hal tersebut dapat dilihat dalam Pasal 1 undang-undang nomor 8 tahun 1995 tentang Pasar Modal, dimana laporan keuangan berkala diartikan sebagai laporan keuangan yang disampaikan oleh Emiten. Sama dengan itu, Pasal 65 Peraturan Otoritas Jasa Keuangan mengatur bahwa penyelenggara wajib menyampaikan laporan berkala dan laporan insiden kepada Otoritas Jasa Keuangan, dimana laporan berkala terdiri atas laporan bulanan dan laporan keuangan tahunan yang telah diaudit oleh akuntan publik.",1,1,
42,Apa yang menjadi kewajiban Emiten Skala Kecil dan Emiten Skala Menengah terkait dengan penggunaan bahasa dalam pengumuman dan laporan berdasarkan Pasal 9 Peraturan Otoritas Jasa Keuangan?,"A) Menggunakan paling sedikit bahasa Indonesia dalam semua informasi dan laporan.
B) Menggunakan bahasa asing dalam pengumuman dan laporan.
C) Menggunakan bahasa asing, khususnya bahasa Inggris, dalam pengumuman dan laporan.
D) Menggunakan bahasa asing dengan syarat informasi yang sama juga disajikan dalam bahasa Indonesia.","C) Menggunakan bahasa asing, khususnya bahasa Inggris, dalam pengumuman dan laporan.","Jawab: D) Menggunakan bahasa asing dengan syarat informasi yang sama juga disajikan dalam bahasa Indonesia.

Pasal 9 Peraturan Otoritas Jasa Keuangan menetapkan bahwa Emiten Skala Kecil dan Emiten Skala Menengah wajib menggunakan paling sedikit bahasa Indonesia dalam menyajikan informasi pada situs web, pengumuman atas Informasi atau Fakta Material, dan Laporan Tahunan. Namun, jika informasi disajikan dalam bahasa asing, maka harus memuat informasi yang sama dengan informasi yang disajikan dalam bahasa Indonesia (syarat Pasal 9 ayat 2 dan 3). Dalam hal ini, pilihan C tidak benar karena syarat menggunakan bahasa asing hanya khusus bahasa Inggris, sedangkan Pasal 9 tidak melarang menggunakan bahasa asing lainnya. Pilihan A tidak benar karena Emiten Skala Kecil dan Emiten Skala Menengah tidak wajib menggunakan paling sedikit bahasa Indonesia dalam semua informasi dan laporan, melainkan hanya dalam informasi yang disajikan pada situs web, pengumuman atas Informasi atau Fakta Material, dan Laporan Tahunan.",1,0,
43,Apa yang menjadi kewajiban Emiten Skala Kecil dan Emiten Skala Menengah yang Efeknya tercatat di bursa Efek terkait dengan pengumuman dan keterbukaan informasi?,"A) Melakukan pengumuman hanya melalui Situs Web Emiten.
B) Melakukan pengumuman melalui Situs Web Emiten dan Situs Web bursa Efek.
C) Melakukan pengumuman melalui Situs Web Emiten dan surat kabar harian berbahasa Indonesia.
D) Melakukan pengumuman melalui surat kabar harian berbahasa Indonesia saja.",B) Melakukan pengumuman melalui Situs Web Emiten dan Situs Web bursa Efek.,"Jawab: B) Melakukan pengumuman melalui Situs Web Emiten dan Situs Web bursa Efek.

Penjelasan:
Berdasarkan Peraturan Otoritas Jasa Keuangan mengenai Keterbukaan atas Informasi atau Fakta Material oleh Emiten atau Perusahaan Publik, Emiten Skala Kecil dan Emiten Skala Menengah yang Efeknya tercatat di bursa Efek wajib melakukan pengumuman Informasi atau Fakta Material minimal melalui Situs Web Emiten dan Situs Web bursa Efek (referensi: Peraturan Otoritas Jasa Keuangan mengenai Keterbukaan atas Informasi atau Fakta Material oleh Emiten atau Perusahaan Publik, Pasal 10 ayat (1) dan (2)). Oleh karena itu, jawaban yang benar adalah B) Melakukan pengumuman melalui Situs Web Emiten dan Situs Web bursa Efek.",1,0,
44,Bagaimana cara Emiten Skala Kecil dan Emiten Skala Menengah yang Efeknya tercatat di bursa Efek harus membuat pengumuman terkait Laporan Keuangan Berkala?,"A) Hanya melalui Situs Web Emiten
B) Melalui Situs Web Emiten dan surat kabar harian
C) Melalui Situs Web Emiten dan Situs Web bursa Efek
D) Melalui konferensi pers",C) Melalui Situs Web Emiten dan Situs Web bursa Efek,"Jawab: C) Melalui Situs Web Emiten dan Situs Web bursa Efek.

Pasal 11 Peraturan Otoritas Jasa Keuangan mengenai Keterbukaan atas Informasi atau Fakta Material oleh Emiten atau Perusahaan Publik menyatakan bahwa Emiten Skala Kecil dan Emiten Skala Menengah yang Efeknya tercatat di bursa Efek wajib melakukan pengumuman kepada masyarakat melalui Situs Web Emiten dan Situs Web bursa Efek. Hal ini termasuk pengumuman Laporan Keuangan Berkala.",1,0,
45,Kapan Emiten Skala Kecil dan Emiten Skala Menengah dapat mengadakan Rapat Umum Pemegang Saham baru setelah penolakan Transaksi Afiliasi atau Transaksi Benturan Kepentingan?,"A) Secara langsung setelah penolakan
B) Setelah masa tunggu 6 bulan
C) Setelah masa tunggu 12 bulan
D) Hanya jika disetujui oleh Otoritas Jasa Keuangan",C) Setelah masa tunggu 12 bulan,"Pasal 4 Peraturan Nomor IX.C.7 terbaru, yang diterbitkan oleh Otoritas Jasa Keuangan, menetapkan bahwa Emiten Skala Kecil dan Emiten Skala Menengah yang melakukan Penawaran Umum Efek bersifat ekuitas yang melakukan transaksi material dan transaksi afiliasi tidak wajib menggunakan penilai, kecuali transaksi material dan transaksi afiliasi yang membutuhkan persetujuan RUPS. Dalam hal ini, jika terjadi penolakan Transaksi Afiliasi atau Transaksi Benturan Kepentingan, Emiten Skala Kecil dan Emiten Skala Menengah dapat mengadakan Rapat Umum Pemegang Saham baru setelah masa tunggu 12 bulan. Oleh karena itu, jawabannya adalah C) Setelah masa tunggu 12 bulan.",1,1,
46,Apa tujuan utama pendirian Lembaga Kliring dan Penjaminan (LKP) dan Lembaga Penyimpanan dan Penyelesaian (LPP)?,"A) Menyediakan layanan perbankan
B) Menawarkan saran investasi
C) Mengatur pasar saham
D) Memfasilitasi kliring dan penyelesaian efisien Transaksi Efek",D) Memfasilitasi kliring dan penyelesaian efisien Transaksi Efek,"D) Memfasilitasi kliring dan penyelesaian efisien Transaksi Efek

Referensi: Peraturan Presiden Republik Indonesia Nomor 13 Tahun 2021, Pasal 14 (1) dan (2)
Lembaga Kliring dan Penjaminan didirikan dengan tujuan menyediakan sarana kliring dan/atau penjaminan penyelesaian Transaksi Efek yang teratur, wajar, dan efisien. Sedangkan Lembaga Penyimpanan dan Penyelesaian didirikan dengan tujuan menyediakan jasa Kustodian sentral dan penyelesaian transaksi yang teratur, wajar, dan efisien.",1,1,
47,Siapakah yang dapat melakukan kegiatan usaha sebagai Wali Amanat?,"A). Bank Umum dan Pihak lain yang ditetapkan dengan Peraturan Pemerintah.
B). Hanya Pihak lain yang ditetapkan dengan Peraturan Pemerintah.
C). Hanya Bank umum.
D). Semua lembaga keuangan.",A). Bank Umum dan Pihak lain yang ditetapkan dengan Peraturan Pemerintah.,"Jawab: A. Bank Umum dan Pihak lain yang ditetapkan dengan Peraturan Pemerintah.

Alasan: Dari context yang Anda berikan, Pasal 59 (1) menyatakan bahwa kegiatan usaha sebagai Wali Amanat dapat dilakukan oleh bank umum. Sedangkan Pasal 51 (1) menyebutkan bahwa kegiatan usaha sebagai Wali Amanat dapat dilakukan oleh Bank Umum dan pihak lain yang ditetapkan dengan Peraturan Pemerintah. Oleh karena itu, jawaban yang tepat adalah A. Bank Umum dan Pihak lain yang ditetapkan dengan Peraturan Pemerintah.",1,0,
48,Siapakah yang bertanggung jawab atas kerugian akibat informasi yang tidak benar atau tidak memuat informasi tentang Fakta Material dalam Prospektus?,"A). Hanya pembeli Efek.
B). Baik pembeli Efek maupun pihak yang menawarkan atau menjual Efek.
C). Hanya pihak yang menawarkan atau menjual Efek.
D). Tidak ada yang bertanggung jawab.",B). Baik pembeli Efek maupun pihak yang menawarkan atau menjual Efek.,"Based on the provided context, the regulation regarding this matter is Undang-undang Nomor 8 Tahun 1995 tentang Pasar Modal (Capital Market Law No. 8/1995).

Article 80 (1) of the regulation states that if the registration statement in the public offering contains untrue information about Material Facts or does not contain Material Facts as required by the law and its implementing regulations, making the information misleading, then the directors and commissioners of the issuer at the time the registration statement becomes effective, the Underwriter of the Emission, the Capital Market Professional or other parties who provide opinions or statements and are included in the registration statement are responsible, either individually or jointly, for the losses caused by the actions mentioned above.

Therefore, the answer to the question is:
B). Baik pembeli Efek maupun pihak yang menawarkan atau menjual Efek. (Both the buyers of securities and the parties who offer or sell the securities).",1,1,
49,Ancaman pidana apa yang berlaku bagi Pihak yang mempengaruhi orang lain untuk melakukan pelanggaran Pasal-Pasal tertentu?,"A). Pidana kurungan
B). Pidana denda
C). Pidana kurungan dan denda
D). Pidana penjara
",C). Pidana kurungan dan denda,"Jawab: C). Pidana kurungan dan denda

Basis: Menurut Pasal 108 dari Peraturan Presiden Republik Indonesia Nomor 57/2014 Tentang Pengawasan Pasar Modal, pidana kurungan dan denda berlaku bagi Pihak yang, baik langsung maupun tidak langsung, mempengaruhi Pihak lain untuk melakukan pelanggaran Pasal-Pasal tertentu. Hal ini diubah dari Pasal 108 asli yang hanya mencakup pidana penjara.",1,0,
,,,,,40,,
