,q,ch,a,answer_mcq,score
36,Kapan Perusahaan Terbuka dapat memintakan persetujuan RUPS kembali untuk Transaksi Afiliasi atau Transaksi Benturan Kepentingan yang tidak disetujui oleh Pemegang Saham Independen?,"A) Setelah 6 bulan sejak pelaksanaan RUPS yang tidak menyetujui transaksi tersebut.
B) Setiap saat tanpa batasan waktu.
C) Paling singkat 12 bulan setelah pelaksanaan RUPS yang tidak menyetujui transaksi tersebut.
D) Setelah mendapatkan persetujuan dari Otoritas Jasa Keuangan.",C) Paling singkat 12 bulan setelah pelaksanaan RUPS yang tidak menyetujui transaksi tersebut.,"Perusahaan Terbuka dapat memintakan persetujuan RUPS kembali untuk Transaksi Afiliasi atau Transaksi Benturan Kepentingan paling singkat 12 bulan setelah pelaksanaan RUPS yang tidak menyetujui transaksi tersebut. Oleh karena itu, jawabannya adalah C) Paling singkat 12 bulan setelah pelaksanaan RUPS yang tidak menyetujui transaksi tersebut.",1
37,Apa yang diwajibkan oleh Perusahaan Terbuka dalam hal pengumuman Transaksi Afiliasi dan/atau Transaksi Benturan Kepentingan jika sahamnya tercatat pada bursa efek?,"A) Pengumuman melalui Situs Web Perusahaan Terbuka saja.
B) Pengumuman melalui Situs Web Perusahaan Terbuka dan 1 (satu) surat kabar harian berbahasa Indonesia.
C) Pengumuman melalui Situs Web Perusahaan Terbuka dan Situs Web bursa efek.
D) Pengumuman melalui Surat Kabar Nasional saja.",C) Pengumuman melalui Situs Web Perusahaan Terbuka dan Situs Web bursa efek.,"Perusahaan Terbuka yang sahamnya tercatat pada bursa efek wajib melakukan pengumuman Transaksi Afiliasi dan/atau Transaksi Benturan Kepentingan melalui paling sedikit Situs Web Perusahaan Terbuka dan Situs Web bursa efek. Oleh karena itu, jawabannya adalah C) Pengumuman melalui Situs Web Perusahaan Terbuka dan Situs Web bursa efek.",1
38,Kapan bukti pengumuman Transaksi Afiliasi dan/atau Transaksi Benturan Kepentingan yang dilakukan melalui surat kabar harian harus disampaikan kepada Otoritas Jasa Keuangan?,"A) Paling lambat 1 (satu) hari setelah tanggal pengumuman.
B) Paling lambat 2 (dua) hari setelah tanggal pengumuman.
C) Pada saat pelaksanaan RUPS.
D) Bukti pengumuman tidak perlu disampaikan.",B) Paling lambat 2 (dua) hari setelah tanggal pengumuman.,Bukti pengumuman Transaksi Afiliasi dan/atau Transaksi Benturan Kepentingan yang dilakukan melalui surat kabar harian harus disampaikan kepada Otoritas Jasa Keuangan paling lambat 2 (dua) hari setelah tanggal pengumuman tersebut. Hal ini sesuai dengan Pasal 19 ayat (3) dari Peraturan Otoritas Jasa Keuangan Nomor 42/POJK.04/2020. Sehingga jawabannya adalah B) Paling lambat 2 (dua) hari setelah tanggal pengumuman.,0.5
39,Apakah yang dapat menjadi sanksi administratif yang dikenakan oleh Otoritas Jasa Keuangan berdasarkan Pasal 27?,"A) Pemberian penghargaan.
B) Peringatan tertulis, denda, pembatasan kegiatan usaha, pembekuan kegiatan usaha, pencabutan izin usaha, pembatalan persetujuan, pembatalan pendaftaran.
C) Bebas dari sanksi.
D) Delegasi wewenang.","B) Peringatan tertulis, denda, pembatasan kegiatan usaha, pembekuan kegiatan usaha, pencabutan izin usaha, pembatalan persetujuan, pembatalan pendaftaran.","Berdasarkan Pasal 27 dalam konteks yang disebutkan, sanksi administratif yang dapat dikenakan oleh Otoritas Jasa Keuangan adalah:

B) Peringatan tertulis, denda, pembatasan kegiatan usaha, pembekuan kegiatan usaha, pencabutan izin usaha, pembatalan persetujuan, pembatalan pendaftaran.",0
40,"Apa yang dimaksud dengan ""Perusahaan Terbuka"" dalam Peraturan Otoritas Jasa Keuangan ini?","A) Pihak yang melakukan Penawaran Umum efek bersifat ekuitas.
B) Perseroan yang sahamnya dimiliki oleh lebih dari 300 pemegang saham dan memiliki modal disetor paling sedikit Rp3.000.000.000,00.
C) Emiten dengan Aset Skala Menengah.
D) Emiten yang memiliki total aset lebih dari Rp50.000.000.000,00.",A) Pihak yang melakukan Penawaran Umum efek bersifat ekuitas.,"Dalam Peraturan Otoritas Jasa Keuangan yang dimaksudkan dengan ""Perusahaan Terbuka"" adalah A) Pihak yang melakukan Penawaran Umum efek bersifat ekuitas. Hal ini sesuai dengan Pasal 1 dari POJK Nomor 60/POJK.04/2015.",1
41,"Apa yang dianggap sebagai ""Laporan Keuangan Berkala"" dalam konteks Peraturan Otoritas Jasa Keuangan ini?","A) Laporan pertanggungjawaban direksi dan dewan komisaris.
B) Laporan tahunan.
C) Laporan keuangan tahunan dan laporan keuangan tengah tahunan Emiten atau Perusahaan Publik.
D) Laporan keuangan tengah tahunan saja.",C) Laporan keuangan tahunan dan laporan keuangan tengah tahunan Emiten atau Perusahaan Publik.,"""Laporan Keuangan Berkala"" dalam konteks Peraturan Otoritas Jasa Keuangan ini mencakup pilihan C) Laporan keuangan tahunan dan laporan keuangan tengah tahunan Emiten atau Perusahaan Publik. Hal ini sesuai dengan Pasal 2 ayat (3) dari POJK Nomor 14/POJK.04/2022 yang mengatur bahwa Laporan Keuangan Berkala meliputi laporan keuangan tahunan dan laporan keuangan tengah tahunan.",0
42,Apa yang menjadi kewajiban Emiten Skala Kecil dan Emiten Skala Menengah terkait dengan penggunaan bahasa dalam pengumuman dan laporan berdasarkan Pasal 9 Peraturan Otoritas Jasa Keuangan?,"A) Menggunakan paling sedikit bahasa Indonesia dalam semua informasi dan laporan.
B) Menggunakan bahasa asing dalam pengumuman dan laporan.
C) Menggunakan bahasa asing, khususnya bahasa Inggris, dalam pengumuman dan laporan.
D) Menggunakan bahasa asing dengan syarat informasi yang sama juga disajikan dalam bahasa Indonesia.","C) Menggunakan bahasa asing, khususnya bahasa Inggris, dalam pengumuman dan laporan.","D) Menggunakan bahasa asing dengan syarat informasi yang sama juga disajikan dalam bahasa Indonesia.

Hal ini sesuai dengan Pasal 9 ayat (2) dan (3) dari Peraturan Otoritas Jasa Keuangan Nomor 43/POJK.04/2020 yang mengatur bahwa dalam pengumuman atas Informasi atau Fakta Material, Laporan Tahunan, dan informasi yang disajikan pada Situs Web, penggunaan bahasa asing diperbolehkan dengan syarat informasi yang sama juga disajikan dalam bahasa Indonesia.",0
43,Apa yang menjadi kewajiban Emiten Skala Kecil dan Emiten Skala Menengah yang Efeknya tercatat di bursa Efek terkait dengan pengumuman dan keterbukaan informasi?,"A) Melakukan pengumuman hanya melalui Situs Web Emiten.
B) Melakukan pengumuman melalui Situs Web Emiten dan Situs Web bursa Efek.
C) Melakukan pengumuman melalui Situs Web Emiten dan surat kabar harian berbahasa Indonesia.
D) Melakukan pengumuman melalui surat kabar harian berbahasa Indonesia saja.",B) Melakukan pengumuman melalui Situs Web Emiten dan Situs Web bursa Efek.,Kewajiban Emiten Skala Kecil dan Emiten Skala Menengah yang Efeknya tercatat di bursa Efek terkait dengan pengumuman dan keterbukaan informasi adalah B) Melakukan pengumuman melalui Situs Web Emiten dan Situs Web bursa Efek. Hal ini sesuai dengan Pasal 10 ayat (1) huruf c Peraturan Otoritas Jasa Keuangan Nomor 43/POJK.04/2020.,1
44,Bagaimana cara Emiten Skala Kecil dan Emiten Skala Menengah yang Efeknya tercatat di bursa Efek harus membuat pengumuman terkait Laporan Keuangan Berkala?,"A) Hanya melalui Situs Web Emiten
B) Melalui Situs Web Emiten dan surat kabar harian
C) Melalui Situs Web Emiten dan Situs Web bursa Efek
D) Melalui konferensi pers",C) Melalui Situs Web Emiten dan Situs Web bursa Efek,Emiten Skala Kecil dan Emiten Skala Menengah yang Efeknya tercatat di bursa Efek harus membuat pengumuman terkait Laporan Keuangan Berkala melalui Situs Web Emiten dan Situs Web bursa Efek. (C) Sesuai dengan Pasal 10 ayat (1) huruf c dari Peraturan Otoritas Jasa Keuangan Nomor 43/POJK.04/2020.,0
45,Kapan Emiten Skala Kecil dan Emiten Skala Menengah dapat mengadakan Rapat Umum Pemegang Saham baru setelah penolakan Transaksi Afiliasi atau Transaksi Benturan Kepentingan?,"A) Secara langsung setelah penolakan
B) Setelah masa tunggu 6 bulan
C) Setelah masa tunggu 12 bulan
D) Hanya jika disetujui oleh Otoritas Jasa Keuangan",C) Setelah masa tunggu 12 bulan,Emiten Skala Kecil dan Emiten Skala Menengah dapat mengadakan Rapat Umum Pemegang Saham baru setelah penolakan Transaksi Afiliasi atau Transaksi Benturan Kepentingan setelah masa tunggu 12 bulan. Hal ini sesuai dengan ketentuan yang terdapat dalam Pasal 4 huruf b dari Peraturan Otoritas Jasa Keuangan Nomor 43/POJK.04/2020 tentang Kewajiban Keterbukaan Informasi dan Tata Kelola Perusahaan Bagi Emiten atau Perusahaan Publik yang Memenuhi Kriteria Emiten dengan Aset Skala Kecil dan Emiten dengan Aset Skala Menengah.,0
46,Apa tujuan utama pendirian Lembaga Kliring dan Penjaminan (LKP) dan Lembaga Penyimpanan dan Penyelesaian (LPP)?,"A) Menyediakan layanan perbankan
B) Menawarkan saran investasi
C) Mengatur pasar saham
D) Memfasilitasi kliring dan penyelesaian efisien Transaksi Efek",D) Memfasilitasi kliring dan penyelesaian efisien Transaksi Efek,"Tujuan utama pendirian Lembaga Kliring dan Penjaminan (LKP) dan Lembaga Penyimpanan dan Penyelesaian (LPP) adalah D) Memfasilitasi kliring dan penyelesaian efisien Transaksi Efek. Hal ini sesuai dengan Pasal 22 Undang-Undang Nomor 4 Tahun 2023 tentang Pengembangan dan Penguatan Sektor Keuangan yang menyatakan bahwa lembaga-lembaga tersebut didirikan dengan tujuan menyediakan sarana kliring dan/atau penjaminan penyelesaian Transaksi Efek yang teratur, wajar, dan efisien.",0
47,Siapakah yang dapat melakukan kegiatan usaha sebagai Wali Amanat?,"A). Bank Umum dan Pihak lain yang ditetapkan dengan Peraturan Pemerintah.
B). Hanya Pihak lain yang ditetapkan dengan Peraturan Pemerintah.
C). Hanya Bank umum.
D). Semua lembaga keuangan.",A). Bank Umum dan Pihak lain yang ditetapkan dengan Peraturan Pemerintah.,"Menurut Undang-Undang No.8 Tahun 1995, Pasal 50 ayat (1), kegiatan usaha sebagai Wali Amanat dapat dilakukan oleh:

A). Bank Umum; dan
B). Pihak lain yang ditetapkan dengan Peraturan Pemerintah.

Jadi, jawabannya adalah A). Bank Umum dan Pihak lain yang ditetapkan dengan Peraturan Pemerintah.",1
48,Siapakah yang bertanggung jawab atas kerugian akibat informasi yang tidak benar atau tidak memuat informasi tentang Fakta Material dalam Prospektus?,"A). Hanya pembeli Efek.
B). Baik pembeli Efek maupun pihak yang menawarkan atau menjual Efek.
C). Hanya pihak yang menawarkan atau menjual Efek.
D). Tidak ada yang bertanggung jawab.",B). Baik pembeli Efek maupun pihak yang menawarkan atau menjual Efek.,"Menurut Undang-Undang No.8 Tahun 1995, Pasal 81, pihak yang bertanggung jawab atas kerugian akibat informasi yang tidak benar atau tidak memuat informasi tentang Fakta Material dalam Prospektus adalah:

B). Baik pembeli Efek maupun pihak yang menawarkan atau menjual Efek.",0
49,Ancaman pidana apa yang berlaku bagi Pihak yang mempengaruhi orang lain untuk melakukan pelanggaran Pasal-Pasal tertentu?,"A). Pidana kurungan
B). Pidana denda
C). Pidana kurungan dan denda
D). Pidana penjara
",C). Pidana kurungan dan denda,Ancaman pidana yang berlaku bagi Pihak yang mempengaruhi orang lain untuk melakukan pelanggaran Pasal-Pasal tertentu adalah D). Pidana penjara. Hal ini sesuai dengan Pasal 106 ayat (1) dari Undang-Undang No.8 Tahun 1995 yang mengatur bahwa setiap Pihak yang melakukan pelanggaran atas ketentuan sebagaimana dimaksud dalam Pasal 70 ayat (1) dipidana dengan pidana penjara paling singkat 5 (lima) tahun dan paling lama 15 (lima belas) tahun.,0
,,,,,32.5
