,q,ch,a,answer_mcq,score
30,39. Lembaga atau otoritas tertinggi di pasar modal yang melakukan pengawasan dan pembinaan atas pasar modal adalah: ,"a. Bursa Efek 
b. Kustodian
c. Bapepam
d. BAE 
e. Manajer Investasi ",Jawaban : C ,"Based on the provided context, the capital market regulation in Indonesia is mainly regulated by the Otoritas Jasa Keuangan (Financial Services Authority/OJK) based on several regulations. Here are the answers to some questions:

1. Who is responsible for receiving the report from the capital market participants?
According to Pasal 43 of the regulation, the report should be submitted to the OJK. The address for banks is the Department of Bank Supervision related to banks that have their head office or branch in Jakarta or the Regional Office of OJK or Local Office of OJK where the bank's head office is located. For capital market participants, the report should be submitted to the Department of Capital Market Supervision related to the capital market sector. For participants in the Securities and Commodities Market, the report should be submitted to the Department of Securities and Commodities Supervision related to the Securities and Commodities Market sector.
2. What is the authority of OJK in imposing administrative sanctions?
According to Pasal 44 (1) of the regulation, OJK has the authority to impose administrative sanctions on any party that violates the OJK regulations, including those who cause the violation to occur.
3. What is the highest regulatory body or authority in the capital market that conducts supervision and development of the capital market?
Based on the context provided, Lembaga or otoritas tertinggi di pasar modal yang melakukan pengawasan dan pembinaan atas pasar modal adalah Otoritas Jasa Keuangan (OJK).

Regulation references:

1. Peraturan Otoritas Jasa Keuangan (OJK Regulation)
2. Peraturan Pemerintah (Government Regulation)
3. Undang-Undang (Law)

Please note that the answers provided are based on the context given and the regulations in effect at the time the context was provided. For the most up-to-date information, please refer to the latest regulations from the OJK.",0
31,40. Menyebarluaskan informasi-informasi bursa ke masyarakat adalah tugas,"a. Bapepam 
b. KSEI 
c. Emiten 
d. Bursa Efek 
e. Wali Amanat ",Jawaban : D ,"The task of disseminating bourse information to the public is the responsibility of:
d. Bursa Efek (The Stock Exchange)

This is based on the regulation II.6, which states that a listed company must submit periodic and/or incidental reports to the Stock Exchange no later than when such information is made public. Additionally, according to regulation II.7.1, the Stock Exchange can request clarification or information from a listed company and related parties, both orally and in writing through electronic media or other means determined by the Stock Exchange. This demonstrates the active role of the Stock Exchange in ensuring the dissemination of accurate and timely information from listed companies to the public.",1
32,"41. Bank yang bertindak sebagai tempat penyimpanan dan penitipan uang, surat-surat berharga, maupun barang-barang berharga lainnya adalah","a. Bank Indonesia 
b. Bank Kustodian 
c. Wali Amanat 
d. Bursa Efek 
e. Manajer Investasi ",Jawaban : B,"Based on the provided context, the information related to the options in question 41 can be found in Pasal 14 of the regulation, which states that a Kustodian is an institution that provides safekeeping services for securities and other related assets, including receiving dividends, interest, and other rights, settling security transactions, and representing the account holders who are their clients.

Based on this information, the correct answer to question 41 is option b, which is Bank Kustodian.",1
33,"44. Sejak tahun 1995, BEJ telah menggunakan sistem perdagangan otomatis yang di kenal dengan istilah","a. remote trading 
b. Scripless trading 
c. Jakarta automated trading system (JATS)
d. Automatic trading 
e. Halting system ",Jawaban : C ,"The capital market regulation in Indonesia that is relevant to your questions is the Indonesian Capital Market Law No. 8 of 1995 and its implementing regulations.

Based on the context provided, the correct answer to the question is:

c. Jakarta automated trading system (JATS)

The Jakarta Automated Trading System (JATS) is a system of automated trading that has been used by the Indonesia Stock Exchange (BEJ) since 1995. JATS is a computerized system that automates the trading process, making it faster and more efficient. This system is in line with the principle of an efficient capital market, which is based on clear and consistent rules, and where market prices reflect the balance between supply and demand.",1
34,45. Istilah yang menunjukan satuan perdagangan saham adalah,"a.Fraksi harga
b.Unit penyertaan
c.Unit
d.Lot 
e.Nominal ", Jawaban : D ,"Based on the provided context, the regulation related to capital market regulation in Indonesia is the ""Lembaran Negara Republik Indonesia Nomor 10/OJK.""

In the context provided, the following are the explanations related to the questions:

1. The term for the unit of share trading is ""lot.""

Istilah yang menunjukan satuan perdagangan saham adalah ""lot."" (e)

1. The minimum price for buying back shares is determined by the higher value between the average trading price in the last 30 days or the book value per share based on the latest financial report.

Harga pembelian kembali saham disesuaikan dengan nilai yang lebih tinggi antara harga rata-rata perdagangan saham Perusahaan Terbuka dalam jangka waktu 30 (tiga puluh) hari terakhir yang dihitung mundur dari hari perdagangan terakhir atau nilai buku per saham berdasarkan laporan keuangan terakhir. Pasal 7, Pasal 79, dan Pasal 19.

1. The selling price of shares in a share buyback program must follow the higher value between the closing price of the previous day's trading or the average closing price in the last 90 days.

Harga penjualan saham wajib mengikuti ketentuan: a. atas saham Perusahaan Terbuka yang tercatat dan diperdagangkan di Bursa Efek, tidak boleh lebih rendah dari harga penutupan perdagangan harian di Bursa Efek 1 (satu) hari sebelum tanggal penjualan saham atau harga rata-rata dari harga penutupan perdagangan harian di Bursa Efek selama 90 (sembilan puluh) hari terakhir sebelum tanggal penjualan saham oleh Perusahaan Terbuka, mana yang lebih tinggi. Pasal 20.

1. The buyback price of shares in a delisted or suspended company must be higher than the average of the highest daily closing price in the last 12 months or the fair value determined by a registered appraiser.

Harga pembelian saham harus lebih tinggi dari harga rata-rata dari harga tertinggi perdagangan harian di Bursa Efek dalam waktu 12 (dua belas) bulan terakhir yang dihitung mundur dari hari perdagangan terakhir atau harga wajar yang ditetapkan oleh penilai yang terdaftar di Otoritas Jasa Keuangan. Pasal 77.

1. The conversion obligation price will be automatically adjusted with the Share Consolidation. Namun demikian, harga pelaksanaan minimal sebesar Rp1.000,00 (seribu rupiah) disesuaikan menjadi Rp5.000,00 (lima ribu rupiah) per saham apabila harga saham berada di bawah Rp5.000,00 (lima ribu rupiah) mengingat parameter ini terpengaruh dengan Penggabungan Saham. Pasal 37.

Please note that the explanations are based on the provided context and the Lembaran Negara Republik Indonesia Nomor 10/OJK.",0
35,46. Satu lot saham berjumlah  ,"a. 100 
b. 200 
c. 500 
d. 1000 
e. 5000 ",Jawaban : C ,"Based on the provided context, specifically in IV.2.6, the number of shares owned by at least 1,00",0
36,47. Kelipatan harga saham disebut ,"a. Lot
b. Poin
c. Add lot
d. Gain
e. loss",Jawaban : B ,"The term referring to a multiple of share price is called:
a. Lot

Explanation:
Based on the information provided in the 'context', there is no specific regulation mentioned. However, the term ""Lot"" is commonly used in the capital market to refer to a standardized unit of trading which is a multiple of the share price. Therefore, the answer to your question is (a) Lot.",0
37,48. Perdagangan saham yang kurang dari 1 lot disebut  ,"a. Lot
b. Poin
c. Add lot
d. Gain
e. loss",Jawaban : C ,"The term for a small trade of shares that is less than 1 lot in the Indonesian capital market is called ""a. Lot"". This is in accordance with the regulations in the capital market, especially in the trading of shares on the Indonesia Stock Exchange (IDX).",0
38,49. Saham perusahaan dapat dicatatkan di beberapa bursa efek. Istilah yang menjelaskan suatu saham tercatat di lebih dari satu bursa di sebut?,"a. Saveral listing 
b. Secondary offering 
c. Dual listing 
d. Many listing
e. Triple listing ",Jawaban : D ,"The correct answer to your question is c. Dual listing. The context you provided discusses the registration of shares in more than one stock exchange, which is referred to as ""dual listing"" in the financial market.",0
39,"50. Seorang investor membeli saham pada harga Rp.3400,-/saham.kerugian investor tersebut dikenal dengan istilah.","a. Capital gain 
b. Capital loss 
c. Depresiasi
d. Dilusi
e. Negative return ",Jawaban : B ,"The correct answer is (b) Capital loss.

The investor is experiencing a decrease in the value of their investment, as they bought the shares at a higher price (Rp.3400,-/share) than the current market price. This situation is referred to as a capital loss.",1
40,51. Sesi pertama perdangan saham di BEJ dimulai pukul,"a. 09.00 wib
b. 09.30 wib
c. 10.00 wib
d. 09.15 wib
e. 09.45 wib",Jawaban : B ,"The information provided in the 'context' refers to several regulations regarding capital market practices in Indonesia. However, you did not ask a specific question. Therefore, I will provide a general explanation based on the 'context'.

The 'context' includes several regulations related to share buybacks, conversion obligations, and the prohibition of certain actions without prior approval.

Share buybacks (Pembelian Saham) are regulated in the 'context' by several provisions, including the obligation to implement the buyback within one working day after the effective date of the share buyback and no later than five business days on the exchange (Article 7(1) and (3)). The purchase price must follow the rules regarding the purchase price of less than one trading unit of shares (Article 7(1) and Article 16(1)). If the shares acquired do not meet the trading unit requirement, the company can issue new shares for the buyer to meet the trading unit requirement (Article 16(2) and (3)).

Conversion obligations (Obligasi Konversi) are also mentioned in the 'context'. The conversion price is automatically adjusted according to the average price over 20 business days, with a minimum price of IDR 1,000 (Article 37).

The 'context' also includes provisions regarding the prohibition of certain actions, such as share splitting, share consolidation, and capital increases without the right to subscribe to new shares (Article 12(1)).

Regarding your question about the opening time of the Jakarta Stock Exchange, it is not mentioned in the provided 'context'. However, according to the official website of the Indonesia Stock Exchange, the first trading session starts at 09.00 WIB (Indonesian Western Time).",0
41,52. Sesi kedua perdangan saham di BEJ ditutup pada pukul,"a. 15.00 wib
b. 15.30 wib
c. 17.00 wib
d. 16.00 wib
e. 16.30 wib ",Jawaban : D,"Dalam Peraturan Otoritas Jasa Keuangan (OJK) yang berlaku, tidak ada informasi langsung yang menyebutkan mengenai jam penutupan sesi kedua perdagangan saham di Bursa Efek Jakarta (BEJ). Namun, secara umum, sesi perdagangan saham di BEJ terdiri dari dua sesi, yaitu sesi pagi dan sesi siang. Sesi pagi dimulai pukul 09.00 WIB dan diakhiri pukul 11.30 WIB, sedangkan sesi siang dimulai pukul 13.00 WIB dan diakhiri pukul 15.00 WIB.

Jadi, dari informasi di atas, jawaban yang tepat adalah:
d. 16.00 wib",1
42,54. Pihak yang didasarkan kontrak dengan Emiten melaksanakan pencatatan pemilikan Efek dan pembagian hak yang berkaitan dengan Efek adalah,"a. BAE 
b.wali amanat 
c. custodian
d.manajer investasi 
e.emiten ", Jawaban : A ,"Based on the provided context, the answer to the question is option c, which is 'custodian'. This is stated in the context under number 54, where it is mentioned that a custodian is responsible for recording the ownership of securities and related rights.",0
,,,,,0.38372093
