,answer,ans_grth,,score
29,"Dalam konteks yang disediakan, ketentuan mengenai Transaksi Afiliasi diatur dalam Peraturan Nomor IX.E.1, lampiran Keputusan Ketua Badan Pengawas Pasar Modal Nomor: Kep-412/BL/2009 tanggal 25 November 2009 tentang Transaksi Afiliasi dan Benturan Kepentingan Transaksi Tertentu. Transaksi Afiliasi adalah setiap aktivitas dan/atau transaksi yang dilakukan oleh perusahaan terbuka atau perusahaan terkendali dengan Afiliasi dari perusahaan terbuka atau Afiliasi dari anggota direksi, anggota dewan komisaris, pemegang saham utama, atau Pengendali, termasuk setiap aktivitas dan/atau transaksi yang dilakukan oleh perusahaan terbuka atau perusahaan terkendali untuk kepentingan Afiliasi dari perusahaan terbuka atau Afiliasi dari anggota direksi, anggota dewan komisaris, pemegang saham utama, atau Pengendali.","
uraian mengenai Transaksi Afiliasi, memuat paling sedikit: 1. tanggal transaksi; 2. objek transaksi; 3. nilai transaksi; 4. nama pihak yang melakukan transaksi dan hubungan dengan Perusahaan Terbuka; dan 5. sifat hubungan Afiliasi dari pihak yang melakukan transaksi dengan Perusahaan Terbuka;",,1
30,"Fakta Material adalah informasi atau fakta penting dan relevan mengenai peristiwa, kejadian, atau fakta yang dapat mempengaruhi harga Efek pada Bursa Efek dan/atau keputusan pemodal, calon pemodal, atau pihak lain yang berkepentingan atas informasi atau fakta tersebut. Penjelasan ini didasarkan pada Peraturan Otoritas Jasa Keuangan Republik Indonesia tentang Keterbukaan atas Informasi atau Fakta Material oleh Emiten atau Perusahaan Publik, pada Bab I Ketentuan Umum, Pasal 1.","
Fakta Material adalah informasi atau fakta penting dan relevan mengenai peristiwa, kejadian, atau fakta yang dapat mempengaruhi harga Efek pada bursa Efek dan/atau keputusan pemodal, calon pemodal, atau pihak lain yang berkepentingan atas informasi atau fakta tersebut.",,1
31,Peraturan Otoritas Jasa Keuangan (POJK) Nomor 11/POJK.04/2018 tentang Penawaran Umum Efek Bersifat Utang dan/atau Sukuk kepada Pemodal Profesional berlaku untuk Emiten yang melakukan penawaran umum efek bersifat utang dan/atau sukuk kepada pemodal profesional.,"
a. Emiten Skala Kecil dan Emiten Skala Menengah, yang nilai rata-rata kapitalisasi pasar selama jangka waktu 1 (satu) tahun sebelum berakhirnya periode laporan keuangan tahunan terakhir tidak lebih dari Rp250.000.000.000,00 (dua ratus lima puluh miliar rupiah); dan b. Perusahaan Publik, yang memenuhi kriteria aset dan pengendalian sebagaimana dimaksud dalam Pasal 1 angka 7 dan Pasal 1 angka 8, berdasarkan laporan keuangan tahunan terakhir yang diaudit.",,0
32,Emiten Skala Kecil dan Emiten Skala Menengah wajib memiliki paling sedikit 1 (satu) komisaris independen berdasarkan Pasal 5 dari Peraturan Otoritas Jasa Keuangan Nomor 10/POJK.04/2017 tentang Tata Kelola Perusahaan Bagi Emiten atau Perusahaan Publik yang berlaku pada tahun 2017.,"
Emiten Skala Kecil dan Emiten Skala Menengah wajib memiliki paling sedikit 1 (satu) komisaris independen.",,1
33,Emiten Skala Kecil dan Emiten Skala Menengah yang Efeknya tercatat di bursa Efek wajib melakukan pengumuman kepada masyarakat melalui Situs Web Emiten dan Situs Web bursa. Hal ini diatur dalam Peraturan Otoritas Jasa Keuangan Nomor 15/POJK.04/2020 tentang Penerbitan dan Perdagangan Efek Syariah.,"
Emiten Skala Kecil dan Emiten Skala Menengah yang Efeknya tercatat di bursa Efek wajib melakukan: - 9 - a. pengumuman atas Laporan Keuangan Berkala sebagaimana diatur dalam Peraturan Otoritas Jasa Keuangan mengenai penyampaian laporan keuangan berkala Emiten atau Perusahaan Publik; b. keterbukaan informasi sebagaimana dimaksud dalam Pasal 7; dan c. pengumuman Informasi atau Fakta Material sebagaimana diatur dalam Peraturan Otoritas Jasa Keuangan mengenai Keterbukaan atas Informasi atau Fakta Material oleh Emiten atau Perusahaan Publik, paling sedikit melalui: 1. Situs Web Emiten Skala Kecil atau Emiten Skala Menengah; dan 2. Situs Web bursa Efek. (2) Emiten Skala Kecil dan Emiten Skala Menengah yang Efeknya tidak tercatat di bursa Efek wajib melakukan: a. pengumuman atas Laporan Keuangan Berkala sebagaimana dimaksud dalam dalam Peraturan Otoritas Jasa Keuangan mengenai penyampaian laporan keuangan berkala Emiten atau Perusahaan Publik; b. keterbukaan informasi sebagaimana dimaksud dalam Pasal 7; dan c. pengumuman Informasi atau Fakta Material sebagaimana diatur dalam Peraturan Otoritas Jasa Keuangan mengenai Keterbukaan atas Informasi atau Fakta Material oleh Emiten atau Perusahaan Publik, paling sedikit melalui: 1. Situs Web Emiten Skala Kecil atau Emiten Skala Menengah; dan 2. surat kabar harian berbahasa Indonesia yang berperedaran nasional atau Situs Web yang disediakan Otoritas Jasa Keuangan.",,0
34,Pasal 11 tentang pemberlakuan ketentuan pengumuman melalui Situs Web yang disediakan oleh Otoritas Jasa Keuangan diatur dalam Peraturan Otoritas Jasa Keuangan Nomor 31/POJK.04/2015.,"
Pemberlakuan ketentuan pengumuman melalui Situs Web yang disediakan oleh Otoritas Jasa Keuangan sebagaimana - 10 - dimaksud dalam Pasal 10 ayat (2) angka 2 ditetapkan oleh Otoritas Jasa Keuangan",,1
35,"Selain pengenaan sanksi administratif, Otoritas Jasa Keuangan juga dapat melakukan tindakan tertentu terhadap setiap pihak yang melakukan pelanggaran ketentuan Peraturan Otoritas Jasa Keuangan. Tindakan tertentu ini dapat diumumkan kepada masyarakat sesuai dengan Pasal 6 dari Peraturan Otoritas Jasa Keuangan yang mengatur mengenai ketentuan sanksi administratif. Penjelasan tersebut dapat ditemukan dalam Peraturan Otoritas Jasa Keuangan Pasal 6.","
Selain sanksi administratif sebagaimana dimaksud dalam Pasal 15 ayat (4), Otoritas Jasa Keuangan dapat melakukan tindakan tertentu terhadap setiap pihak yang melakukan pelanggaran ketentuan Peraturan Otoritas Jasa Keuangan ini.",,1
36,"Perusahaan Publik adalah perseroan yang sahamnya telah dimiliki paling sedikit oleh 300 (tiga ratus) pemegang saham dan memiliki modal disetor paling sedikit Rp3.000.000.000,00 (tiga miliar rupiah) atau suatu jumlah pemegang saham dan modal disetor yang ditetapkan oleh Otoritas Jasa Keuangan. Hal ini diatur dalam Pasal 2 ayat 2 Peraturan Otoritas Jasa Keuangan Nomor 31/POJK.04/2015 tentang Penerbitan dan Perdagangan Efek Bersifat Ekuitas pada Perusahaan Terbuka.","
Selain sanksi administratif sebagaimana dimaksud dalam Pasal 15 ayat (4), Otoritas Jasa Keuangan dapat melakukan tindakan tertentu terhadap setiap pihak yang melakukan pelanggaran ketentuan Peraturan Otoritas Jasa Keuangan ini.",,1
37,Situs web adalah kumpulan halaman web yang memuat informasi atau data yang dapat diakses melalui suatu sistem jaringan internet. Penjelasan ini sesuai dengan Pasal 13 Peraturan Otoritas Jasa Keuangan Nomor 31/POJK.04/2015 tentang Penerbitan dan Perdagangan Efek Beragun Aset.,"
Situs Web adalah kumpulan halaman web yang memuat informasi atau data yang dapat diakses melalui suatu sistem jaringan internet.",,1
38,"Sistem keuangan adalah serangkaian perangkat dan prosedur elektronik yang berfungsi mempersiapkan, mengumpulkan, mengolah, menganalisis, menyimpan, menampilkan, mengumumkan, mengirimkan, dan/atau menyebarkan informasi elektronik di bidang layanan jasa keuangan. Penjelasan ini sesuai dengan ketentuan dalam Peraturan Otoritas Jasa Keuangan Nomor 12/POJK.01/2017 tentang Penerapan Program Anti Pencucian Uang dan Pencegahan Pendanaan Terorisme di Sektor Jasa Keuangan sebagaimana telah diubah dengan Peraturan Otoritas Jasa Keuangan Nomor 23/POJK.01/2019.","
Sistem Keuangan adalah suatu kesatuan yang terdiri atas lembaga jasa keuangan, pasar keuangan, dan infrastruktur keuangan, termasuk sistem pembayaran, yang berinteraksi dalam memfasilitasi pengumpulan dana masyarakat dan pengalokasiannya untuk mendukung aktivitas perekonomian nasional, serta korporasi dan rumah tangga yang terhubung dengan lembaga jasa keuangan.",,1
39,"Undang-Undang tentang Pengembangan dan Penguatan Sektor Keuangan berdasarkan asas-asas kehati-hatian, kepatuhan, transparansi, dan perlindungan konsumen. Hal ini diatur dalam Pasal 2 Undang-Undang Nomor 4 Tahun 2023 tentang Pengembangan dan Penguatan Sektor Keuangan.","
Undang-Undang ini dilaksanakan berdasarkan asas: a. kepentingan nasional; b. kemanfaatan; c. kepastian hukum; d. keterbukaan; e. akuntabilitas; e. akuntabilitas; f. keadilan; g. Pelindungan Konsumen; h. edukasi; dan i. keterpaduan.",,1
40,"Undang-Undang Nomor 4 Tahun 2023 tentang Pengembangan dan Penguatan Sektor Keuangan memiliki maksud dan tujuan untuk mengatur pengembangan dan penguatan sektor keuangan di Indonesia. Undang-Undang ini bertujuan untuk menciptakan sistem perlindungan konsumen yang andal, meningkatkan pemberdayaan konsumen, dan menumbuhkan kesadaran masyarakat mengenai pentingnya perlindungan konsumen dan masyarakat sehingga dapat meningkatkan kepercayaan masyarakat pada sektor jasa keuangan. Salah satu aspek yang diatur dalam Undang-Undang ini adalah perlindungan konsumen dan masyarakat di sektor jasa keuangan. (Pasal 1 dan Pasal 2 Peraturan Otoritas Jasa Keuangan tentang Perlindungan Konsumen dan Masyarakat di Sektor Jasa Keuangan)","
(1) Undang-Undang ini dibentuk dengan maksud mendorong kontribusi sektor keuangan bagi pertumbuhan ekonorni yang inklusif, berkelanjutan, dan berkeadilan guna meningkatkan taraf hidup masyarakat, mengurangi ketimpangan ekonomi, dan mewujudkan Indonesia yang sejahtera, maju, dan bermartabat. (21 Undang-Undang ini dibentuk dengan tujuan untuk: a. mengoptimalkan fungsi intermediasi sektor keuangan kepada usaha sektor produktif; b. meningkatkan portofolio pendanaan terhadap sektor usaha yang produktif; c. meningkatkan kemudahan akses dan literasi terkait jasa keuangan; d. meningkatkan dan memperluas inklusi sektor keuangan; e. memperluas sumber pembiayaan jangka panjang; f. meningkatkan daya saing dan efisiensi sektor keuangan; g. mengembangkan instrumen di pasar keuangan dan memperkuat mitigasi risiko; h. meningkatkan pembinaan, pengawasa.n, dan Pelindungan Konsumen; i. memperkuat pelindungan atas data pribadi nasabah sektor keuangan; j. memperkuat kelembagaan dan ketahanan Stabilitas Sistem Keuangan; k. mengembangkan dan memperkuat ekosistem sektor keuangan; 1. memperkuat wewenang, tanggung jawab, tugas, dan fungsi regulator sektor keuangan; dan m. meningkatkan daya saing masyarakat sehingga dapat berusaha secara efektif dan efisien.",,1
41,Undang-Undang tentang Pengembangan dan Penguatan Sektor Keuangan memiliki ruang lingkup yang meliputi efektivitas penegakan hukum di sektor jasa keuangan. Hal ini diatur dalam Pasal 49 dalam Pasal 8 angka 21 Undang-Undang Nomor 4 Tahun 2023 tentang Pengembangan dan Penguatan Sektor Keuangan.,"
ruang lingkup dalam Undang-Undang ini mengatur ekosistem sektor keuangan meliputi: a. kelembagaan; b. perbankan; c. Pasar Modal, Pasar Uang, dan Pasar Valuta Asing; d. perasuransian dan penjaminan; e. asuransi Usaha Bersama; f. program penjaminan polis; g. Usaha Jasa Pembiayaan; h. kegiatan usaha bulion (bullionl; i. Dana Pensiun, program jaminan hari tua, dan program pensiun; j. kegiatan koperasi di sektor jasa keuangan; k. lembaga keuangan mikro; l. Konglomerasi Keuangan; m. ITSK; n. penerapan Keuangan Berkelanjutan; o. Literasi Keuangan, Inklusi Keuangan, dan Pelindungan Konsumen; p. akses pembiayaan Usaha Mikro, Kecil, dan Menengah; q. sumber daya manusia; r. Stabilitas Sistem Keuangan; s. lembaga pembiayaan ekspor Indonesia; dan t. penegakan hukum di sektor keuangan.",,1
42,"Otoritas Jasa Keuangan (OJK) memiliki tujuan antara lain untuk mewujudkan kegiatan jasa keuangan yang adil serta mampu melindungi kepentingan konsumen dan masyarakat. Hal ini diatur dalam Undang-Undang Nomor 21 Tahun 2011 tentang Otoritas Jasa Keuangan Pasal 4. Salah satu fungsi, tugas, dan wewenang OJK adalah menetapkan peraturan mengenai perintah tertulis sesuai dengan kewenangan pengaturan dan mengenakan perintah tertulis kepada pihak di sektor jasa keuangan sesuai dengan kewenangan pengawasan. Selain itu, OJK juga bertujuan agar keseluruhan kegiatan di dalam sektor jasa keuangan terselenggara secara teratur, adil, transparan, akuntabel, dan mampu mewujudkan sistem keuangan yang tumbuh secara berkelanjutan dan stabil, serta mampu melindungi kepentingan konsumen dan masyarakat.","
Tujuan Bank Indonesia adalah mencapai stabilitas nilai rupiah, memelihara stabilitas Sistem Pembayaran, dan turut menjaga Stabilitas Sistem Keuangan dalam rangka mendukung pertumbuhan ekonomi yang berkelanjutan.",,1
43,"Definisi deposito diatur dalam Peraturan Otoritas Jasa Keuangan Nomor 1/POJK.07/2013 tentang Laporan dan Penyampaian Informasi oleh Bank Umum yang berlaku sejak 1 Juli 2013. Deposito adalah simpanan yang ditempatkan pada bank dengan syarat dan ketentuan tertentu, termasuk deposito berjangka yang dijaminkan ke bank untuk mendapatkan pinjaman jangka pendek atau untuk kepentingan modal kerja Perusahaan Efek. Deposito juga dapat berupa penempatan dana pada deposito berjangka pada bank di dalam negeri atau di luar negeri, sesuai dengan ketentuan yang berlaku.","
""Deposito adalah Simpanan berdasarkan Akad
mudharabah atau Akad lain yang tidak bertentangan
dengan Prinsip Syariah yang penarikannya hanya
dapat dilakukan pada waktu tertentu berdasarkan
Akad antara Nasabah Penyimpan dan Bank Syariah
dan/atau UUS.",,1
44,"Otoritas Jasa Keuangan (OJK) adalah lembaga yang memiliki fungsi sebagai regulator sektor jasa keuangan, termasuk di bidang pasar modal. OJK berperan dalam mengatur dan mengawasi terselenggaranya pasar modal secara teratur, adil, transparan, akuntabel, berkelanjutan, dan stabil, serta melindungi kepentingan para investor, khususnya pemegang saham publik. Landasan hukum untuk fungsi tersebut antara lain terdapat dalam Undang-Undang Nomor 21 Tahun 2011 tentang Otoritas Jasa Keuangan (UU OJK). Pasal 4 UU OJK menyebutkan bahwa OJK dibentuk dengan tujuan agar keseluruhan kegiatan jasa keuangan di dalam sektor jasa keuangan terselenggara secara teratur, adil, transparan, dan akuntabel, serta mampu mewujudkan sistem keuangan yang tumbuh secara berkelanjutan dan stabil, dan mampu melindungi kepentingan Konsumen dan masyarakat. Salah satu peraturan terkait adalah Peraturan Otoritas Jasa Keuangan Nomor 29/POJK.04/2021 tentang Penawaran yang Bukan Merupakan Penawaran Umum.","""
Otoritas Jasa Keuangan adalah lembaga negara yang independen yang mempunyai fungsi, tugas, dan wewenang pengaturan, pengawasan, pemeriksaan, dan penyidikan sebagaimana dimaksud dalam undang-undang mengenai Otoritas Jasa Keuangan.",,1
45,"Larangan bagi Perusahaan Efek atau Penasihat Investasi berdasarkan Peraturan Presiden Republik Indonesia Nomor 33 Tahun 2019 adalah:
a. menggunakan pengaruh atau mengadakan tekanan yang bertentangan dengan kepentingan nasabah;
b. mengungkapkan nama atau kegiatan nasabah, kecuali diberi instruksi secara tertulis oleh nasabah atau diwajibkan menurut peraturan perundang-undangan yang berlaku;
c. mengemukakan secara tidak benar atau tidak mengemukakan fakta yang material kepada nasabah mengenai kemampuan usaha atau keadaan keuangannya;
d. merekomendasikan kepada nasabah untuk membeli atau menjual Efek tanpa memberitahukan adanya kepentingan Perusahaan Efek dan Penasihat Investasi dalam Efek tersebut; atau
e. membeli atau memiliki Efek untuk rekening Perusahaan Efek itu sendiri atau untuk rekening Pihak terafiliasi jika terdapat kelebihan permintaan beli dalam Penawaran Umum dalam hal Perusahaan Efek tersebut bertindak sebagai Penjamin Emisi Efek atau agen penjualan.","
Perusahaan Efek atau Penasihat Investasi dilarang: a. menggunakan pengaruh atau mengadakan tekanan yang bertentangan dengan kepentingan nasabah; b. mengungkapkan… b. mengungkapkan nama atau kegiatan nasabah, kecuali diberi instruksi secara tertulis oleh nasabah atau diwajibkan menurut peraturan perundang-undangan yang berlaku; c. mengemukakan secara tidak benar atau tidak mengemukakan fakta yang material kepada nasabah mengenai kemampuan usaha atau keadaan keuangannya; d. merekomendasikan kepada nasabah untuk membeli atau menjual Efek tanpa memberitahukan adanya kepentingan Perusahaan Efek dan Penasihat Investasi dalam Efek tersebut; atau e. membeli atau memiliki Efek untuk rekening Perusahaan Efek itu sendiri atau untuk rekening Pihak terafiliasi jika terdapat kelebihan permintaan beli dalam Penawaran Umum dalam hal Perusahaan Efek tersebut bertindak sebagai Penjamin Emisi Efek atau agen penjualan, kecuali pesanan Pihak yang tidak terafiliasi telah terpenuhi seluruhnya.",,1
46,"Kewajiban Perusahaan Efek atau Penasihat Investasi termaktub dalam Peraturan Otoritas Jasa Keuangan Nomor 35/POJK.04/2014. Beberapa kewajiban tersebut antara lain:

1. Mengungkapkan Fakta Material secara benar dan jujur mengenai kemampuan profesi serta keadaan keuangannya kepada nasabah (Huruf c).
2. Menghindari kemungkinan terjadinya benturan kepentingan dengan mengungkapkan segala kepentingan dalam Efek yang bersangkutan kepada nasabah sebelum memberikan rekomendasi (Huruf d).
3. Mengetahui latar belakang, keadaan keuangan, dan tujuan investasi nasabahnya serta membuat dan menyimpan catatan mengenai pesanan, transaksi, dan kondisi keuangannya (Pasal 36).
4. Menyimpan Efek nasabah dalam rekening terpisah dan menyelenggarakan pembukuan secara terpisah untuk setiap nasabah (Pasal 37).
5. Tidak melakukan transaksi atas Efek yang tercatat pada Bursa Efek untuk Pihak terafiliasi atau kepentingan sendiri jika nasabah yang tidak terafiliasi telah memberikan instruksi (Pasal 38).
6. Mendahulukan kepentingan Pihak lain yang tidak terafiliasi yang telah memesan Efek daripada pesanan sendiri atau pihak terafiliasi dalam kelebihan permintaan dalam Penawaran Umum (Pasal 36).

Demikianlah beberapa kewajiban yang harus dipatuhi oleh Perusahaan Efek atau Penasihat Investasi sesuai dengan peraturan yang berlaku.","
a. mengetahui latar belakang, keadaan keuangan, dan tujuan investasi nasabahnya; dan b. membuat dan menyimpan catatan dengan baik mengenai pesanan, transaksi, dan kondisi keuangannya",,1
47,"Kustodian adalah pihak yang memberikan jasa penitipan Efek dan harta lain yang berkaitan dengan Efek serta jasa lain, termasuk menerima dividen, bunga, dan hak lain, menyelesaikan transaksi Efek, dan mewakili pemegang rekening yang menjadi nasabahnya. Penjelasan ini sesuai dengan ketentuan dalam Peraturan Otoritas Jasa Keuangan Nomor 1/POJK.04/2013 tentang Kustodian Efek yang diterbitkan pada tahun 2013.","
Kustodian adalah Pihak yang memberikan jasa penitipan Efek dan harta lain yang berkaitan dengan Efek serta jasa lain, termasuk menerima dividen, bunga, dan hak-hak lain, menyelesaikan transaksi Efek, dan mewakili pemegang rekening yang menjadi nasabahnya.",,1
48,"Tujuan dari Bursa Efek adalah untuk menyelenggarakan perdagangan Efek yang teratur, wajar, dan efisien, sebagaimana diatur dalam Pasal 7 ayat (1) Peraturan Pemerintah Nomor 10 Tahun 2021 tentang Penerapan Prinsip Syariah dalam Kegiatan Usaha Perusahaan Pialang Efek dan Perusahaan Manajer Investasi.","
Bursa Efek didirikan dengan tujuan menyelenggarakan perdagangan Efek yang teratur, wajar, dan efisie",,1
49,"Yang dapat menyelenggarakan kegiatan usaha sebagai Kustodian adalah Lembaga Penyimpanan dan Penyelesaian, Perusahaan Efek, atau Bank Umum yang telah mendapat persetujuan Bapepam. Hal ini diatur dalam Pasal 43 ayat (1) dari Peraturan Presiden Republik Indonesia Nomor 26 Tahun 2014 tentang Lembaga Penunjang Pasar Modal.","
Yang dapat menyelenggarakan kegiatan usaha sebagai Kustodian adalah Lembaga Penyimpanan dan Penyelesaian, Perusahaan Efek, atau Bank Umum yang telah mendapat persetujuan Bapepam.",,1
,,,,sum
,,,,42.5
