,q,ch,a,answer_mcq,score
37,Apa yang diwajibkan oleh Perusahaan Terbuka dalam hal pengumuman Transaksi Afiliasi dan/atau Transaksi Benturan Kepentingan jika sahamnya tercatat pada bursa efek?,"A) Pengumuman melalui Situs Web Perusahaan Terbuka saja.
B) Pengumuman melalui Situs Web Perusahaan Terbuka dan 1 (satu) surat kabar harian berbahasa Indonesia.
C) Pengumuman melalui Situs Web Perusahaan Terbuka dan Situs Web bursa efek.
D) Pengumuman melalui Surat Kabar Nasional saja.",C) Pengumuman melalui Situs Web Perusahaan Terbuka dan Situs Web bursa efek.,"C) Pengumuman melalui Situs Web Perusahaan Terbuka dan Situs Web bursa efek.

Hal ini didasarkan pada Pasal 19 ayat (1) Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 42/POJK.04/2",0
38,Kapan bukti pengumuman Transaksi Afiliasi dan/atau Transaksi Benturan Kepentingan yang dilakukan melalui surat kabar harian harus disampaikan kepada Otoritas Jasa Keuangan?,"A) Paling lambat 1 (satu) hari setelah tanggal pengumuman.
B) Paling lambat 2 (dua) hari setelah tanggal pengumuman.
C) Pada saat pelaksanaan RUPS.
D) Bukti pengumuman tidak perlu disampaikan.",B) Paling lambat 2 (dua) hari setelah tanggal pengumuman.,"Jawab: B) Paling lambat 2 (dua) hari setelah tanggal pengumuman.

Hal ini didasarkan pada Pasal 19 ayat (3) dari Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 42/POJK.04/2",1
39,Apakah yang dapat menjadi sanksi administratif yang dikenakan oleh Otoritas Jasa Keuangan berdasarkan Pasal 27?,"A) Pemberian penghargaan.
B) Peringatan tertulis, denda, pembatasan kegiatan usaha, pembekuan kegiatan usaha, pencabutan izin usaha, pembatalan persetujuan, pembatalan pendaftaran.
C) Bebas dari sanksi.
D) Delegasi wewenang.","B) Peringatan tertulis, denda, pembatasan kegiatan usaha, pembekuan kegiatan usaha, pencabutan izin usaha, pembatalan persetujuan, pembatalan pendaftaran.",Berdasarkan Peraturan Otoritas Jasa Keuangan (OJK) Nomor 34/POJK.04/2,1
40,"Apa yang dimaksud dengan ""Perusahaan Terbuka"" dalam Peraturan Otoritas Jasa Keuangan ini?","A) Pihak yang melakukan Penawaran Umum efek bersifat ekuitas.
B) Perseroan yang sahamnya dimiliki oleh lebih dari 300 pemegang saham dan memiliki modal disetor paling sedikit Rp3.000.000.000,00.
C) Emiten dengan Aset Skala Menengah.
D) Emiten yang memiliki total aset lebih dari Rp50.000.000.000,00.",A) Pihak yang melakukan Penawaran Umum efek bersifat ekuitas.,"Dalam Peraturan Otoritas Jasa Keuangan (OJK) yang telah disebutkan, yaitu Peraturan OJK Nomor 9/POJK.04/2018, Nomor 15/POJK.04/2020, Nomor 11/POJK.04/2017, serta Nomor 60/POJK.04/2015, perusahaan terbuka dimaksudkan sebagai emiten yang telah melakukan penawaran umum efek bersifat ekuitas atau perusahaan publik. Jadi, jawaban yang benar adalah:

D) Emiten yang memiliki total aset lebih dari Rp50.000.000.000,00.

Karena, sebagaimana dimaksud dalam Pasal 1 ayat (1) dari setiap peraturan tersebut, perusahaan terbuka adalah emiten yang telah melakukan penawaran umum efek bersifat ekuitas atau perusahaan publik. Hal ini menunjukkan bahwa perusahaan terbuka adalah emiten yang memenuhi persyaratan tertentu, yaitu telah melakukan penawaran umum efek bersifat ekuitas dan/atau menjadi perusahaan publik.",0
41,"Apa yang dianggap sebagai ""Laporan Keuangan Berkala"" dalam konteks Peraturan Otoritas Jasa Keuangan ini?","A) Laporan pertanggungjawaban direksi dan dewan komisaris.
B) Laporan tahunan.
C) Laporan keuangan tahunan dan laporan keuangan tengah tahunan Emiten atau Perusahaan Publik.
D) Laporan keuangan tengah tahunan saja.",C) Laporan keuangan tahunan dan laporan keuangan tengah tahunan Emiten atau Perusahaan Publik.,"Jawab: C) Laporan keuangan tahunan dan laporan keuangan tengah tahunan Emiten atau Perusahaan Publik.

Kontekst: PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 43/POJK.04/2020 TENTANG KEWAJIBAN KETERBUKAAN INFORMASI DAN TATA KELOLA PERUSAHAAN BAGI EMITEN ATAU PERUSAHAAN PUBLIK YANG MEMENUHI KRITERIA EMITEN DENGAN ASET SKALA KECIL DAN EMITEN DENGAN ASET SKALA MENENGAH, serta PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 14/POJK.04/2022 TENTANG PENYAMPAIAN LAPORAN KEUANGAN BERKALA EMITEN ATAU PERUSAHAAN PUBLIK.

Dalam Peraturan Otoritas Jasa Keuangan ini, yang dimaksud dengan ""Laporan Keuangan Berkala"" adalah laporan keuangan tahunan dan laporan keuangan tengah tahunan Emiten atau Perusahaan Publik (pasal 1 nomor 9 dan 10 dari Peraturan Otoritas Jasa Keuangan Nomor 43/POJK.04/2020 serta pasal 1 nomor 3 dan Pasal 14 dari Peraturan Otoritas Jasa Keuangan Nomor 14/POJK.04/2022).",1
42,Apa yang menjadi kewajiban Emiten Skala Kecil dan Emiten Skala Menengah terkait dengan penggunaan bahasa dalam pengumuman dan laporan berdasarkan Pasal 9 Peraturan Otoritas Jasa Keuangan?,"A) Menggunakan paling sedikit bahasa Indonesia dalam semua informasi dan laporan.
B) Menggunakan bahasa asing dalam pengumuman dan laporan.
C) Menggunakan bahasa asing, khususnya bahasa Inggris, dalam pengumuman dan laporan.
D) Menggunakan bahasa asing dengan syarat informasi yang sama juga disajikan dalam bahasa Indonesia.","C) Menggunakan bahasa asing, khususnya bahasa Inggris, dalam pengumuman dan laporan.","Jawab: D

Menggunakan bahasa asing dengan syarat informasi yang sama juga disajikan dalam bahasa Indonesia.

Hal ini didasarkan pada Pasal 9 ayat (1), (2), dan (3) Peraturan Otoritas Jasa Keuangan Nomor 43/POJK.04/2020 tentang Kewajiban Keterbukaan Informasi dan Tata Kelola Perusahaan bagi Emiten atau Perusahaan Publik yang Memenuhi Kriteria Emiten dengan Aset Skala Kecil dan Emiten dengan Aset Skala Menengah. Pasal tersebut menetapkan bahwa Emiten Skala Kecil dan Emiten Skala Menengah wajib menggunakan bahasa Indonesia dalam menyajikan informasi di situs web, pengumuman atas Informasi atau Fakta Material, dan Laporan Tahunan. Namun, jika informasi disajikan dalam bahasa asing, maka harus memuat informasi yang sama dengan informasi yang disajikan dalam bahasa Indonesia.",1
43,Apa yang menjadi kewajiban Emiten Skala Kecil dan Emiten Skala Menengah yang Efeknya tercatat di bursa Efek terkait dengan pengumuman dan keterbukaan informasi?,"A) Melakukan pengumuman hanya melalui Situs Web Emiten.
B) Melakukan pengumuman melalui Situs Web Emiten dan Situs Web bursa Efek.
C) Melakukan pengumuman melalui Situs Web Emiten dan surat kabar harian berbahasa Indonesia.
D) Melakukan pengumuman melalui surat kabar harian berbahasa Indonesia saja.",B) Melakukan pengumuman melalui Situs Web Emiten dan Situs Web bursa Efek.,"Jawab: B

Pengujian:

Dalam Peraturan Otoritas Jasa Keuangan Nomor 43/POJK.04/2",1
44,Bagaimana cara Emiten Skala Kecil dan Emiten Skala Menengah yang Efeknya tercatat di bursa Efek harus membuat pengumuman terkait Laporan Keuangan Berkala?,"A) Hanya melalui Situs Web Emiten
B) Melalui Situs Web Emiten dan surat kabar harian
C) Melalui Situs Web Emiten dan Situs Web bursa Efek
D) Melalui konferensi pers",C) Melalui Situs Web Emiten dan Situs Web bursa Efek,"Jawab: C) Melalui Situs Web Emiten dan Situs Web bursa Efek.

Hal ini disesuaikan dengan Pasal 10 ayat (1) dari Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 43/POJK.04/2",0
45,Kapan Emiten Skala Kecil dan Emiten Skala Menengah dapat mengadakan Rapat Umum Pemegang Saham baru setelah penolakan Transaksi Afiliasi atau Transaksi Benturan Kepentingan?,"A) Secara langsung setelah penolakan
B) Setelah masa tunggu 6 bulan
C) Setelah masa tunggu 12 bulan
D) Hanya jika disetujui oleh Otoritas Jasa Keuangan",C) Setelah masa tunggu 12 bulan,Pasal 26 PERATURAN OTORITAS JASA KEUANGAN NOMOR 53/POJK.04/2,0
46,Apa tujuan utama pendirian Lembaga Kliring dan Penjaminan (LKP) dan Lembaga Penyimpanan dan Penyelesaian (LPP)?,"A) Menyediakan layanan perbankan
B) Menawarkan saran investasi
C) Mengatur pasar saham
D) Memfasilitasi kliring dan penyelesaian efisien Transaksi Efek",D) Memfasilitasi kliring dan penyelesaian efisien Transaksi Efek,"Jawab: D) Memfasilitasi kliring dan penyelesaian efisien Transaksi Efek.

Tujuan utama pendirian Lembaga Kliring dan Penjaminan (LKP) dan Lembaga Penyimpanan dan Penyelesaian (LPP) adalam menyediakan sarana kliring dan penjaminan penyelesaian transaksi efek yang teratur, wajar, dan efisien, serta menyediakan jasa kustodian sentral dan penyelesaian transaksi yang teratur, wajar, dan efisien (Undang-Undang Republik Indonesia Nomor 4 Tahun 2023 tentang Pengembangan dan Penguatan Sektor Keuangan, Pasal 22 ayat 1 dan 2). Hal ini dimaksudkan untuk mempermudah kliring dan penyelesaian transaksi efek, serta menjamin keamanan dan efisiensi dalam melakukan transaksi efek.",0
47,Siapakah yang dapat melakukan kegiatan usaha sebagai Wali Amanat?,"A). Bank Umum dan Pihak lain yang ditetapkan dengan Peraturan Pemerintah.
B). Hanya Pihak lain yang ditetapkan dengan Peraturan Pemerintah.
C). Hanya Bank umum.
D). Semua lembaga keuangan.",A). Bank Umum dan Pihak lain yang ditetapkan dengan Peraturan Pemerintah.,"Jawab: A). Bank Umum dan Pihak lain yang ditetapkan dengan Peraturan Pemerintah.

Pendapat:
Pertimbangan:
Pasal 50 ayat (1) Undang-Undang No.8 Tahun 1995 dalam BAB VI tentang LEMBAGA PENUNJANG PASAR MODAL menyatakan bahwa kegiatan usaha sebagai Wali Amanat dapat dilakukan oleh Bank Umum dan pihak lain yang ditetapkan dengan Peraturan Pemerintah. Oleh karena itu, jawaban yang tepat adalah A). Bank Umum dan Pihak lain yang ditetapkan dengan Peraturan Pemerintah.",0
48,Siapakah yang bertanggung jawab atas kerugian akibat informasi yang tidak benar atau tidak memuat informasi tentang Fakta Material dalam Prospektus?,"A). Hanya pembeli Efek.
B). Baik pembeli Efek maupun pihak yang menawarkan atau menjual Efek.
C). Hanya pihak yang menawarkan atau menjual Efek.
D). Tidak ada yang bertanggung jawab.",B). Baik pembeli Efek maupun pihak yang menawarkan atau menjual Efek.,"Jawab: C). Hanya pihak yang menawarkan atau menjual Efek.

Pasal 81 (1) dari Undang-Undang No.8 Tahun 1995 tentang EMITEN DAN PERUSAHAAN PUBLIK menyatakan bahwa pihak yang menawarkan atau menjual efek dengan menggunakan prospektus atau cara lain, yang memuat informasi yang tidak benar tentang Fakta Material atau tidak memuat informasi tentang Fakta Material dan pihak tersebut mengetahui atau sepatutnya mengetahui mengenai hal tersebut wajib bertanggung jawab atas kerugian yang timbul akibat perbuatan dimaksud. Oleh karena itu, yang bertanggung jawab atas kerugian akibat informasi yang tidak benar atau tidak memuat informasi tentang Fakta Material dalam Prospektus hanya pihak yang menawarkan atau menjual efek.",0
49,Ancaman pidana apa yang berlaku bagi Pihak yang mempengaruhi orang lain untuk melakukan pelanggaran Pasal-Pasal tertentu?,"A). Pidana kurungan
B). Pidana denda
C). Pidana kurungan dan denda
D). Pidana penjara
",C). Pidana kurungan dan denda,"Jawab: D. Pidana penjara

Dasar: Undang-Undang No.8 Tahun 1995 dalam BAB XI tentang PENIPUAN, MANIPULASI PASAR, DAN PERDAGANGAN ORANG DALAM. Pasal 96 ayat (a)

Pasal 96 Undang-Undang No.8 Tahun 1995 melarang orang dalam (sebagaimana dimaksud dalam Pasal 95) untuk mempengaruhi pihak lain untuk melakukan pembelian atau penjualan atas efek dimaksud. Pelanggaran Pasal 96 Undang-Undang No.8 Tahun 1995 dikenakan pidana penjara, sebagaimana diterangkan dalam Pasal 106 Undang-Undang No.8 Tahun 1995.

Sesuai dengan Pasal 106 (1) Undang-Undang No.8 Tahun 1995, yang melakukan pelanggaran atas ketentuan sebagaimana dimaksud dalam Pasal 70 ayat (1) dipidana dengan pidana penjara paling singkat 5 (lima) tahun dan paling lama 15 (lima belas) tahun. Karena Pasal 96 termasuk dalam BAB XI tentang PENIPUAN, MANIPULASI PASAR, DAN PERDAGANGAN ORANG DALAM, maka pelanggaran Pasal 96 akan dikenakan pidana penjara sebagaimana yang ditetapkan dalam Pasal 106 (1) Undang-Undang No.8 Tahun 1995.",0
,,,,,30
